from,to,cost
1016812,1016202,2245.72
1016812,1016261,3877.37
1016812,1016262,3512.36
1016812,1016811,628.101
1016812,1016812,0
1016812,1017341,324.801
1016812,1017342,324.801
1016812,1017351,324.801
1016812,1017352,441.48
1016812,1017391,1177.41
1016812,1017392,1684.69
1016812,1017411,1177.41
1016812,1017412,1187.9
1016812,1017441,1684.69
1016812,1017442,2245.72
1016812,1017451,1684.69
1016812,1017452,1643.99
1016812,1017531,329.763
1016812,1017541,750.098
1016812,1017542,750.098
1016812,1017551,2245.72
1016812,1017552,2184.92
1016812,1017911,441.48
1016812,1017912,569
1016812,1018111,2184.92
1016812,1018112,1643.99
1016812,1018121,2184.92
1016812,1018122,2357.22
1016812,1018301,329.763
1016812,1018302,806.724
1016812,1018311,329.763
1016812,1018312,940.566
1016812,1018441,750.098
1016812,1018442,806.724
1016812,1018451,750.098
1016812,1018452,1149.21
1016812,1018721,806.724
1016812,1018722,1187.9
1016812,1018731,806.724
1016812,1018732,1192.49
1016812,1018891,1643.99
1016812,1018892,1351.73
1016812,1018901,1643.99
1016812,1018902,1779.73
1016812,1019451,1351.73
1016812,1019452,1779.73
1016812,1019461,1187.9
1016812,1019462,1503.18
1016812,1019761,966.594
1016812,1019762,1192.49
1016812,1020361,1192.49
1016812,1020362,1503.18
1016812,1020371,1192.49
1016812,1020372,1544.9
1016812,1020561,1779.73
1016812,1020562,1907.44
1016812,1020571,1779.73
1016812,1020572,2141.25
1016812,1020821,1503.18
1016812,1020822,1907.44
1016812,1020831,1503.18
1016812,1020832,2164.12
1016812,1021601,2141.25
1016812,1021602,2357.22
1016812,1021781,2357.22
1016812,1021782,2511.03
1016812,1058031,4183.29
1016812,1058032,4140.48
1016812,1058051,832.42
1016812,1058052,750.098
1017341,1014661,4529.32
1017341,1014662,4398.21
1017341,1014861,4413.61
1017341,1014862,3758.7
1017341,1014871,4413.61
1017341,1014872,4398.21
1017341,1014971,3758.7
1017341,1014972,3804.61
1017341,1015901,4398.21
1017341,1015902,4170.42
1017341,1016041,304.557
1017341,1016042,441.441
1017341,1016111,2237.62
1017341,1016112,1995.59
1017341,1016191,2845.94
1017341,1016192,3804.61
1017341,1016201,2845.94
1017341,1016202,2558.12
1017341,1016261,4170.42
1017341,1016262,3804.61
1017341,1016811,823.014
1017341,1016812,324.801
1017341,1017341,0
1017341,1017342,324.801
1017341,1017351,304.557
1017341,1017352,304.557
1017341,1017391,1486.09
1017341,1017392,1995.59
1017341,1017411,1486.09
1017341,1017412,1497.45
1017341,1017441,1995.59
1017341,1017442,2558.12
1017341,1017451,1995.59
1017341,1017452,1968.34
1017341,1017531,324.801
1017341,1017541,324.801
1017341,1017542,1067.29
1017341,1017551,2558.12
1017341,1017552,2504.48
1017341,1017911,304.557
1017341,1017912,475.219
1017341,1018111,2504.48
1017341,1018112,1968.34
1017341,1018121,2504.48
1017341,1018122,2653.34
1017341,1018301,441.441
1017341,1018302,1104.41
1017341,1018311,441.441
1017341,1018312,937.1
1017341,1018441,1067.29
1017341,1018442,1104.41
1017341,1018451,1067.29
1017341,1018452,1466.51
1017341,1018721,1104.41
1017341,1018722,1497.45
1017341,1018731,1104.41
1017341,1018732,1401.75
1017341,1018891,1968.34
1017341,1018892,1666.51
1017341,1018901,1968.34
1017341,1018902,2080.11
1017341,1019451,1666.51
1017341,1019452,2080.11
1017341,1019461,1497.45
1017341,1019462,1759.42
1017341,1019761,966.176
1017341,1019762,1401.75
1017341,1020361,1401.75
1017341,1020362,1759.42
1017341,1020371,1401.75
1017341,1020372,1706.47
1017341,1020561,2080.11
1017341,1020562,2189.18
1017341,1020571,2080.11
1017341,1020572,2431.52
1017341,1020821,1759.42
1017341,1020822,2189.18
1017341,1020831,1759.42
1017341,1020832,2349.86
1017341,1021601,2431.52
1017341,1021602,2653.34
1017341,1021781,2653.34
1017341,1021782,2790.86
1017341,1058031,4443.51
1017341,1058032,4413.61
1017341,1058051,1139.52
1017341,1058052,1067.29
1017342,1014661,4240.07
1017342,1014662,4107.71
1017342,1014861,4140.48
1017342,1014862,3491.3
1017342,1014871,4140.48
1017342,1014872,4107.71
1017342,1014971,3491.3
1017342,1014972,3512.36
1017342,1015901,4107.71
1017342,1015902,3877.37
1017342,1016041,474.768
1017342,1016042,441.48
1017342,1016111,1972.61
1017342,1016112,1684.69
1017342,1016191,2565.17
1017342,1016192,3512.36
1017342,1016201,2565.17
1017342,1016202,2245.72
1017342,1016261,3877.37
1017342,1016262,3512.36
1017342,1016811,628.101
1017342,1016812,628.101
1017342,1017341,324.801
1017342,1017342,0
1017342,1017351,324.801
1017342,1017352,441.48
1017342,1017391,1177.41
1017342,1017392,1684.69
1017342,1017411,1177.41
1017342,1017412,1187.9
1017342,1017441,1684.69
1017342,1017442,2245.72
1017342,1017451,1684.69
1017342,1017452,1643.99
1017342,1017531,329.763
1017342,1017541,750.098
1017342,1017542,750.098
1017342,1017551,2245.72
1017342,1017552,2184.92
1017342,1017911,441.48
1017342,1017912,569
1017342,1018111,2184.92
1017342,1018112,1643.99
1017342,1018121,2184.92
1017342,1018122,2357.22
1017342,1018301,329.763
1017342,1018302,806.724
1017342,1018311,329.763
1017342,1018312,940.566
1017342,1018441,750.098
1017342,1018442,806.724
1017342,1018451,750.098
1017342,1018452,1149.21
1017342,1018721,806.724
1017342,1018722,1187.9
1017342,1018731,806.724
1017342,1018732,1192.49
1017342,1018891,1643.99
1017342,1018892,1351.73
1017342,1018901,1643.99
1017342,1018902,1779.73
1017342,1019451,1351.73
1017342,1019452,1779.73
1017342,1019461,1187.9
1017342,1019462,1503.18
1017342,1019761,966.594
1017342,1019762,1192.49
1017342,1020361,1192.49
1017342,1020362,1503.18
1017342,1020371,1192.49
1017342,1020372,1544.9
1017342,1020561,1779.73
1017342,1020562,1907.44
1017342,1020571,1779.73
1017342,1020572,2141.25
1017342,1020821,1503.18
1017342,1020822,1907.44
1017342,1020831,1503.18
1017342,1020832,2164.12
1017342,1021601,2141.25
1017342,1021602,2357.22
1017342,1021781,2357.22
1017342,1021782,2511.03
1017342,1058031,4183.29
1017342,1058032,4140.48
1017342,1058051,832.42
1017342,1058052,750.098
1017351,1014661,4529.32
1017351,1014662,4398.21
1017351,1014861,4413.61
1017351,1014862,3758.7
1017351,1014871,4413.61
1017351,1014872,4398.21
1017351,1014971,3758.7
1017351,1014972,3804.61
1017351,1015901,4398.21
1017351,1015902,4170.42
1017351,1016041,304.557
1017351,1016042,441.441
1017351,1016111,2237.62
1017351,1016112,1995.59
1017351,1016191,2845.94
1017351,1016192,3804.61
1017351,1016201,2845.94
1017351,1016202,2558.12
1017351,1016261,4170.42
1017351,1016262,3804.61
1017351,1016811,823.014
1017351,1016812,324.801
1017351,1017341,324.801
1017351,1017342,324.801
1017351,1017351,0
1017351,1017352,304.557
1017351,1017391,1486.09
1017351,1017392,1995.59
1017351,1017411,1486.09
1017351,1017412,1497.45
1017351,1017441,1995.59
1017351,1017442,2558.12
1017351,1017451,1995.59
1017351,1017452,1968.34
1017351,1017531,324.801
1017351,1017541,324.801
1017351,1017542,1067.29
1017351,1017551,2558.12
1017351,1017552,2504.48
1017351,1017911,304.557
1017351,1017912,475.219
1017351,1018111,2504.48
1017351,1018112,1968.34
1017351,1018121,2504.48
1017351,1018122,2653.34
1017351,1018301,441.441
1017351,1018302,1104.41
1017351,1018311,441.441
1017351,1018312,937.1
1017351,1018441,1067.29
1017351,1018442,1104.41
1017351,1018451,1067.29
1017351,1018452,1466.51
1017351,1018721,1104.41
1017351,1018722,1497.45
1017351,1018731,1104.41
1017351,1018732,1401.75
1017351,1018891,1968.34
1017351,1018892,1666.51
1017351,1018901,1968.34
1017351,1018902,2080.11
1017351,1019451,1666.51
1017351,1019452,2080.11
1017351,1019461,1497.45
1017351,1019462,1759.42
1017351,1019761,966.176
1017351,1019762,1401.75
1017351,1020361,1401.75
1017351,1020362,1759.42
1017351,1020371,1401.75
1017351,1020372,1706.47
1017351,1020561,2080.11
1017351,1020562,2189.18
1017351,1020571,2080.11
1017351,1020572,2431.52
1017351,1020821,1759.42
1017351,1020822,2189.18
1017351,1020831,1759.42
1017351,1020832,2349.86
1017351,1021601,2431.52
1017351,1021602,2653.34
1017351,1021781,2653.34
1017351,1021782,2790.86
1017351,1058031,4443.51
1017351,1058032,4413.61
1017351,1058051,1139.52
1017351,1058052,1067.29
1017352,1014661,4666.86
1017352,1014662,4533.63
1017352,1014861,4576.3
1017352,1014862,3929.4
1017352,1014871,4576.3
1017352,1014872,4533.63
1017352,1014971,3929.4
1017352,1014972,3937.46
1017352,1015901,4533.63
1017352,1015902,4301.39
1017352,1016041,290.816
1017352,1016042,290.816
1017352,1016111,2412.34
1017352,1016112,2092.46
1017352,1016191,2998.88
1017352,1016192,3937.46
1017352,1016201,2998.88
1017352,1016202,2647.77
1017352,1016261,4301.39
1017352,1016262,3937.46
1017352,1016811,1052.83
1017352,1016812,441.48
1017352,1017341,304.557
1017352,1017342,441.48
1017352,1017351,304.557
1017352,1017352,0
1017352,1017391,1592.78
1017352,1017392,2092.46
1017352,1017411,1592.78
1017352,1017412,1440.28
1017352,1017441,2092.46
1017352,1017442,2647.77
1017352,1017451,2092.46
1017352,1017452,1972.22
1017352,1017531,441.48
1017352,1017541,441.48
1017352,1017542,1050.65
1017352,1017551,2647.77
1017352,1017552,2567.98
1017352,1017911,170.687
1017352,1017912,170.687
1017352,1018111,2567.98
1017352,1018112,1972.22
1017352,1018121,2567.98
1017352,1018122,2546.02
1017352,1018301,290.816
1017352,1018302,1035.57
1017352,1018311,290.816
1017352,1018312,637.353
1017352,1018441,1050.65
1017352,1018442,1035.57
1017352,1018451,1050.65
1017352,1018452,1435.16
1017352,1018721,1035.57
1017352,1018722,1440.28
1017352,1018731,1035.57
1017352,1018732,1203.31
1017352,1018891,1972.22
1017352,1018892,1621.15
1017352,1018901,1972.22
1017352,1018902,1988.46
1017352,1019451,1621.15
1017352,1019452,1988.46
1017352,1019461,1440.28
1017352,1019462,1601.85
1017352,1019761,666.639
1017352,1019762,1203.31
1017352,1020361,1203.31
1017352,1020362,1601.85
1017352,1020371,1203.31
1017352,1020372,1462.94
1017352,1020561,1988.46
1017352,1020562,2060.7
1017352,1020571,1988.46
1017352,1020572,2314.97
1017352,1020821,1601.85
1017352,1020822,2060.7
1017352,1020831,1601.85
1017352,1020832,2115.4
1017352,1021601,2314.97
1017352,1021602,2546.02
1017352,1021781,2546.02
1017352,1021782,2652.98
1017352,1058031,4622.9
1017352,1058032,4576.3
1017352,1058051,1254.13
1017352,1058052,1050.65
1017391,1014661,3076.96
1017391,1014662,2943.01
1017391,1014861,3008.29
1017391,1014862,2378.71
1017391,1014871,3008.29
1017391,1014872,2943.01
1017391,1014971,2378.71
1017391,1014972,2346.54
1017391,1015901,2943.01
1017391,1015902,2709.58
1017391,1016041,1634.12
1017391,1016042,1592.78
1017391,1016111,920.822
1017391,1016112,509.868
1017391,1016191,1430.92
1017391,1016192,2346.54
1017391,1016201,1430.92
1017391,1016202,1072.81
1017391,1016261,2709.58
1017391,1016262,2346.54
1017391,1016811,844.513
1017391,1016812,1177.41
1017391,1017341,1486.09
1017391,1017342,1177.41
1017391,1017351,1486.09
1017391,1017352,1592.78
1017391,1017391,0
1017391,1017392,509.868
1017391,1017411,688.628
1017391,1017412,814.963
1017391,1017441,509.868
1017391,1017442,1072.81
1017391,1017451,509.868
1017391,1017452,737.996
1017391,1017531,1177.41
1017391,1017541,1177.41
1017391,1017542,712.332
1017391,1017551,1072.81
1017391,1017552,1041.25
1017391,1017911,1592.78
1017391,1017912,1670.85
1017391,1018111,1041.25
1017391,1018112,737.996
1017391,1018121,1041.25
1017391,1018122,1762.35
1017391,1018301,1353.11
1017391,1018302,879.014
1017391,1018311,1353.11
1017391,1018312,1847.11
1017391,1018441,712.332
1017391,1018442,879.014
1017391,1018451,712.332
1017391,1018452,688.628
1017391,1018721,879.014
1017391,1018722,814.963
1017391,1018731,879.014
1017391,1018732,1460.18
1017391,1018891,805.334
1017391,1018892,814.963
1017391,1018901,737.996
1017391,1018902,1255.2
1017391,1019451,805.334
1017391,1019452,1255.2
1017391,1019461,814.963
1017391,1019462,1408.81
1017391,1019761,1861.48
1017391,1019762,1460.18
1017391,1020361,1460.18
1017391,1020362,1408.81
1017391,1020371,1460.18
1017391,1020372,1871.07
1017391,1020561,1255.2
1017391,1020562,1515.95
1017391,1020571,1255.2
1017391,1020572,1631.71
1017391,1020821,1408.81
1017391,1020822,1515.95
1017391,1020831,1408.81
1017391,1020832,2258.08
1017391,1021601,1631.71
1017391,1021602,1762.35
1017391,1021781,1762.35
1017391,1021782,2028.59
1017391,1058031,3081.88
1017391,1058032,3008.29
1017391,1058051,346.573
1017391,1058052,712.332
1017392,1014661,2594.95
1017392,1014662,2459.57
1017392,1014861,2558.33
1017392,1014862,1954.99
1017392,1014871,2558.33
1017392,1014872,2459.57
1017392,1014971,1954.99
1017392,1014972,1864.16
1017392,1015901,2459.57
1017392,1015902,2222.98
1017392,1016041,2135.09
1017392,1016042,2092.46
1017392,1016111,684.421
1017392,1016112,684.421
1017392,1016191,1008.84
1017392,1016192,1864.16
1017392,1016201,1008.84
1017392,1016202,562.961
1017392,1016261,2222.98
1017392,1016262,1864.16
1017392,1016811,1326.45
1017392,1016812,1684.69
1017392,1017341,1995.59
1017392,1017342,1684.69
1017392,1017351,1995.59
1017392,1017352,2092.46
1017392,1017391,509.868
1017392,1017392,0
1017392,1017411,941.567
1017392,1017412,1051.04
1017392,1017441,562.961
1017392,1017442,562.961
1017392,1017451,625.846
1017392,1017452,625.846
1017392,1017531,1684.69
1017392,1017541,1684.69
1017392,1017542,1134.2
1017392,1017551,562.961
1017392,1017552,556.903
1017392,1017911,2092.46
1017392,1017912,2160.42
1017392,1018111,556.903
1017392,1018112,625.846
1017392,1018121,556.903
1017392,1018122,1642.95
1017392,1018301,1841.39
1017392,1018302,1267.71
1017392,1018311,1841.39
1017392,1018312,2292.42
1017392,1018441,1134.2
1017392,1018442,1267.71
1017392,1018451,1134.2
1017392,1018452,941.567
1017392,1018721,1267.71
1017392,1018722,1051.04
1017392,1018731,1267.71
1017392,1018732,1775.18
1017392,1018891,948.462
1017392,1018892,1051.04
1017392,1018901,625.846
1017392,1018902,1262.31
1017392,1019451,948.462
1017392,1019452,1262.31
1017392,1019461,1051.04
1017392,1019462,1599.89
1017392,1019761,2303.59
1017392,1019762,1775.18
1017392,1020361,1775.18
1017392,1020362,1599.89
1017392,1020371,1775.18
1017392,1020372,2155.63
1017392,1020561,1262.31
1017392,1020562,1546.56
1017392,1020571,1262.31
1017392,1020572,1579.14
1017392,1020821,1599.89
1017392,1020822,1546.56
1017392,1020831,1599.89
1017392,1020832,2423.37
1017392,1021601,1579.14
1017392,1021602,1642.95
1017392,1021781,1642.95
1017392,1021782,1945.31
1017392,1058031,2658.84
1017392,1058032,2558.33
1017392,1058051,856.273
1017392,1058052,1134.2
1017411,1014661,3076.96
1017411,1014662,2943.01
1017411,1014861,3008.29
1017411,1014862,2378.71
1017411,1014871,3008.29
1017411,1014872,2943.01
1017411,1014971,2378.71
1017411,1014972,2346.54
1017411,1015901,2943.01
1017411,1015902,2709.58
1017411,1016041,1634.12
1017411,1016042,1592.78
1017411,1016111,920.822
1017411,1016112,509.868
1017411,1016191,1430.92
1017411,1016192,2346.54
1017411,1016201,1430.92
1017411,1016202,1072.81
1017411,1016261,2709.58
1017411,1016262,2346.54
1017411,1016811,844.513
1017411,1016812,1177.41
1017411,1017341,1486.09
1017411,1017342,1177.41
1017411,1017351,1486.09
1017411,1017352,1592.78
1017411,1017391,509.868
1017411,1017392,509.868
1017411,1017411,688.628
1017411,1017412,814.963
1017411,1017441,509.868
1017411,1017442,1072.81
1017411,1017451,509.868
1017411,1017452,737.996
1017411,1017531,1177.41
1017411,1017541,1177.41
1017411,1017542,712.332
1017411,1017551,1072.81
1017411,1017552,1041.25
1017411,1017911,1592.78
1017411,1017912,1670.85
1017411,1018111,1041.25
1017411,1018112,737.996
1017411,1018121,1041.25
1017411,1018122,1762.35
1017411,1018301,1353.11
1017411,1018302,879.014
1017411,1018311,1353.11
1017411,1018312,1847.11
1017411,1018441,712.332
1017411,1018442,879.014
1017411,1018451,712.332
1017411,1018452,688.628
1017411,1018721,879.014
1017411,1018722,814.963
1017411,1018731,879.014
1017411,1018732,1460.18
1017411,1018891,805.334
1017411,1018892,814.963
1017411,1018901,737.996
1017411,1018902,1255.2
1017411,1019451,805.334
1017411,1019452,1255.2
1017411,1019461,814.963
1017411,1019462,1408.81
1017411,1019761,1861.48
1017411,1019762,1460.18
1017411,1020361,1460.18
1017411,1020362,1408.81
1017411,1020371,1460.18
1017411,1020372,1871.07
1017411,1020561,1255.2
1017411,1020562,1515.95
1017411,1020571,1255.2
1017411,1020572,1631.71
1017411,1020821,1408.81
1017411,1020822,1515.95
1017411,1020831,1408.81
1017411,1020832,2258.08
1017411,1021601,1631.71
1017411,1021602,1762.35
1017411,1021781,1762.35
1017411,1021782,2028.59
1017411,1058031,3081.88
1017411,1058032,3008.29
1017411,1058051,346.573
1017411,1058052,712.332
1017412,1014661,3554.8
1017412,1014662,3417.94
1017412,1014861,3570.43
1017412,1014862,2992.43
1017412,1014871,3570.43
1017412,1014872,3417.94
1017412,1014971,2992.43
1017412,1014972,2836.03
1017412,1015901,3417.94
1017412,1015902,3177.33
1017412,1016041,1488.79
1017412,1016042,1440.28
1017412,1016111,1675.4
1017412,1016112,1051.04
1017412,1016191,2055.32
1017412,1016192,2836.03
1017412,1016201,2055.32
1017412,1016202,1478.07
1017412,1016261,3177.33
1017412,1016262,2836.03
1017412,1016811,1285.4
1017412,1016812,1187.9
1017412,1017341,1497.45
1017412,1017342,1187.9
1017412,1017351,1497.45
1017412,1017352,1440.28
1017412,1017391,814.963
1017412,1017392,1051.04
1017412,1017411,814.963
1017412,1017412,126.336
1017412,1017441,1051.04
1017412,1017442,1478.07
1017412,1017451,1051.04
1017412,1017452,608.755
1017412,1017531,1187.9
1017412,1017541,1187.9
1017412,1017542,445.486
1017412,1017551,1478.07
1017412,1017552,1315.67
1017412,1017911,1440.28
1017412,1017912,1432.15
1017412,1018111,1315.67
1017412,1018112,608.755
1017412,1018121,1315.67
1017412,1018122,1182.22
1017412,1018301,1149.5
1017412,1018302,404.712
1017412,1018311,1149.5
1017412,1018312,1390.89
1017412,1018441,445.486
1017412,1018442,404.712
1017412,1018451,445.486
1017412,1018452,126.336
1017412,1018721,404.712
1017412,1018722,404.712
1017412,1018731,404.712
1017412,1018732,730.861
1017412,1018891,608.755
1017412,1018892,186.097
1017412,1018901,608.755
1017412,1018902,602.304
1017412,1019451,186.097
1017412,1019452,602.304
1017412,1019461,593.853
1017412,1019462,593.853
1017412,1019761,1393.56
1017412,1019762,730.861
1017412,1020361,730.861
1017412,1020362,593.853
1017412,1020371,730.861
1017412,1020372,1104.94
1017412,1020561,602.304
1017412,1020562,788.738
1017412,1020571,602.304
1017412,1020572,983.457
1017412,1020821,593.853
1017412,1020822,788.738
1017412,1020831,593.853
1017412,1020832,1443.14
1017412,1021601,983.457
1017412,1021602,1182.22
1017412,1021781,1182.22
1017412,1021782,1375.35
1017412,1058031,3692.54
1017412,1058032,3570.43
1017412,1058051,799.672
1017412,1058052,445.486
1017441,1014661,2594.95
1017441,1014662,2459.57
1017441,1014861,2558.33
1017441,1014862,1954.99
1017441,1014871,2558.33
1017441,1014872,2459.57
1017441,1014971,1954.99
1017441,1014972,1864.16
1017441,1015901,2459.57
1017441,1015902,2222.98
1017441,1016041,2135.09
1017441,1016042,2092.46
1017441,1016111,684.421
1017441,1016112,684.421
1017441,1016191,1008.84
1017441,1016192,1864.16
1017441,1016201,1008.84
1017441,1016202,562.961
1017441,1016261,2222.98
1017441,1016262,1864.16
1017441,1016811,1326.45
1017441,1016812,1684.69
1017441,1017341,1995.59
1017441,1017342,1684.69
1017441,1017351,1995.59
1017441,1017352,2092.46
1017441,1017391,509.868
1017441,1017392,509.868
1017441,1017411,941.567
1017441,1017412,1051.04
1017441,1017441,0
1017441,1017442,562.961
1017441,1017451,625.846
1017441,1017452,625.846
1017441,1017531,1684.69
1017441,1017541,1684.69
1017441,1017542,1134.2
1017441,1017551,562.961
1017441,1017552,556.903
1017441,1017911,2092.46
1017441,1017912,2160.42
1017441,1018111,556.903
1017441,1018112,625.846
1017441,1018121,556.903
1017441,1018122,1642.95
1017441,1018301,1841.39
1017441,1018302,1267.71
1017441,1018311,1841.39
1017441,1018312,2292.42
1017441,1018441,1134.2
1017441,1018442,1267.71
1017441,1018451,1134.2
1017441,1018452,941.567
1017441,1018721,1267.71
1017441,1018722,1051.04
1017441,1018731,1267.71
1017441,1018732,1775.18
1017441,1018891,948.462
1017441,1018892,1051.04
1017441,1018901,625.846
1017441,1018902,1262.31
1017441,1019451,948.462
1017441,1019452,1262.31
1017441,1019461,1051.04
1017441,1019462,1599.89
1017441,1019761,2303.59
1017441,1019762,1775.18
1017441,1020361,1775.18
1017441,1020362,1599.89
1017441,1020371,1775.18
1017441,1020372,2155.63
1017441,1020561,1262.31
1017441,1020562,1546.56
1017441,1020571,1262.31
1017441,1020572,1579.14
1017441,1020821,1599.89
1017441,1020822,1546.56
1017441,1020831,1599.89
1017441,1020832,2423.37
1017441,1021601,1579.14
1017441,1021602,1642.95
1017441,1021781,1642.95
1017441,1021782,1945.31
1017441,1058031,2658.84
1017441,1058032,2558.33
1017441,1058051,856.273
1017441,1058052,1134.2
1017442,1014661,2081.16
1017442,1014662,1944.44
1017442,1014861,2097.74
1017442,1014862,1553.74
1017442,1014871,2097.74
1017442,1014872,1944.44
1017442,1014971,1553.74
1017442,1014972,1358.42
1017442,1015901,1944.44
1017442,1015902,1704.46
1017442,1016041,2691.25
1017442,1016042,2647.77
1017442,1016111,813.726
1017442,1016112,562.961
1017442,1016191,702.47
1017442,1016192,1358.42
1017442,1016201,702.47
1017442,1016202,702.47
1017442,1016261,1704.46
1017442,1016262,1358.42
1017442,1016811,1876.97
1017442,1016812,2245.72
1017442,1017341,2558.12
1017442,1017342,2245.72
1017442,1017351,2558.12
1017442,1017352,2647.77
1017442,1017391,1072.81
1017442,1017392,562.961
1017442,1017411,1391.77
1017442,1017412,1478.07
1017442,1017441,562.961
1017442,1017442,0
1017442,1017451,562.961
1017442,1017452,904.85
1017442,1017531,2245.72
1017442,1017541,2245.72
1017442,1017542,1656.48
1017442,1017551,237.525
1017442,1017552,237.525
1017442,1017911,2647.77
1017442,1017912,2708.38
1017442,1018111,237.525
1017442,1018112,904.85
1017442,1018121,237.525
1017442,1018122,1683.18
1017442,1018301,2389.74
1017442,1018302,1767.36
1017442,1018311,2389.74
1017442,1018312,2807.38
1017442,1018441,1656.48
1017442,1018442,1767.36
1017442,1018451,1656.48
1017442,1018452,1391.77
1017442,1018721,1767.36
1017442,1018722,1478.07
1017442,1018731,1767.36
1017442,1018732,2205.48
1017442,1018891,1330.5
1017442,1018892,1478.07
1017442,1018901,904.85
1017442,1018902,1483.63
1017442,1019451,1330.5
1017442,1019452,1483.63
1017442,1019461,1478.07
1017442,1019462,1944.35
1017442,1019761,2816.04
1017442,1019762,2205.48
1017442,1020361,2205.48
1017442,1020362,1944.35
1017442,1020371,2205.48
1017442,1020372,2548.39
1017442,1020561,1483.63
1017442,1020562,1754.93
1017442,1020571,1483.63
1017442,1020572,1700.24
1017442,1020821,1944.35
1017442,1020822,1754.93
1017442,1020831,1944.35
1017442,1020832,2702.31
1017442,1021601,1700.24
1017442,1021602,1683.18
1017442,1021781,1683.18
1017442,1021782,1999.39
1017442,1058031,2238.92
1017442,1058032,2097.74
1017442,1058051,1419.1
1017442,1058052,1656.48
1017451,1014661,2594.95
1017451,1014662,2459.57
1017451,1014861,2558.33
1017451,1014862,1954.99
1017451,1014871,2558.33
1017451,1014872,2459.57
1017451,1014971,1954.99
1017451,1014972,1864.16
1017451,1015901,2459.57
1017451,1015902,2222.98
1017451,1016041,2135.09
1017451,1016042,2092.46
1017451,1016111,684.421
1017451,1016112,684.421
1017451,1016191,1008.84
1017451,1016192,1864.16
1017451,1016201,1008.84
1017451,1016202,562.961
1017451,1016261,2222.98
1017451,1016262,1864.16
1017451,1016811,1326.45
1017451,1016812,1684.69
1017451,1017341,1995.59
1017451,1017342,1684.69
1017451,1017351,1995.59
1017451,1017352,2092.46
1017451,1017391,509.868
1017451,1017392,509.868
1017451,1017411,941.567
1017451,1017412,1051.04
1017451,1017441,562.961
1017451,1017442,562.961
1017451,1017451,0
1017451,1017452,625.846
1017451,1017531,1684.69
1017451,1017541,1684.69
1017451,1017542,1134.2
1017451,1017551,562.961
1017451,1017552,556.903
1017451,1017911,2092.46
1017451,1017912,2160.42
1017451,1018111,556.903
1017451,1018112,625.846
1017451,1018121,556.903
1017451,1018122,1642.95
1017451,1018301,1841.39
1017451,1018302,1267.71
1017451,1018311,1841.39
1017451,1018312,2292.42
1017451,1018441,1134.2
1017451,1018442,1267.71
1017451,1018451,1134.2
1017451,1018452,941.567
1017451,1018721,1267.71
1017451,1018722,1051.04
1017451,1018731,1267.71
1017451,1018732,1775.18
1017451,1018891,948.462
1017451,1018892,1051.04
1017451,1018901,625.846
1017451,1018902,1262.31
1017451,1019451,948.462
1017451,1019452,1262.31
1017451,1019461,1051.04
1017451,1019462,1599.89
1017451,1019761,2303.59
1017451,1019762,1775.18
1017451,1020361,1775.18
1017451,1020362,1599.89
1017451,1020371,1775.18
1017451,1020372,2155.63
1017451,1020561,1262.31
1017451,1020562,1546.56
1017451,1020571,1262.31
1017451,1020572,1579.14
1017451,1020821,1599.89
1017451,1020822,1546.56
1017451,1020831,1599.89
1017451,1020832,2423.37
1017451,1021601,1579.14
1017451,1021602,1642.95
1017451,1021781,1642.95
1017451,1021782,1945.31
1017451,1058031,2658.84
1017451,1058032,2558.33
1017451,1058051,856.273
1017451,1058052,1134.2
1017452,1014661,2961.57
1017452,1014662,2824.82
1017452,1014861,3001.2
1017452,1014862,2452.55
1017452,1014871,3001.2
1017452,1014872,2824.82
1017452,1014971,2452.55
1017452,1014972,2250.91
1017452,1015901,2824.82
1017452,1015902,2584.16
1017452,1016041,2019.8
1017452,1016042,1972.22
1017452,1016111,1310.26
1017452,1016112,625.846
1017452,1016191,1547.16
1017452,1016192,2250.91
1017452,1016201,1547.16
1017452,1016202,904.85
1017452,1016261,2584.16
1017452,1016262,2250.91
1017452,1016811,1518.98
1017452,1016812,1643.99
1017452,1017341,1968.34
1017452,1017342,1643.99
1017452,1017351,1968.34
1017452,1017352,1972.22
1017452,1017391,737.996
1017452,1017392,625.846
1017452,1017411,737.996
1017452,1017412,608.755
1017452,1017441,625.846
1017452,1017442,904.85
1017452,1017451,625.846
1017452,1017452,0
1017452,1017531,1643.99
1017452,1017541,1643.99
1017452,1017542,921.573
1017452,1017551,904.85
1017452,1017552,718.088
1017452,1017911,1972.22
1017452,1017912,1991.27
1017452,1018111,718.088
1017452,1018112,718.088
1017452,1018121,718.088
1017452,1018122,1049.56
1017452,1018301,1687.49
1017452,1018302,970
1017452,1018311,1687.49
1017452,1018312,1994.9
1017452,1018441,921.573
1017452,1018442,970
1017452,1018451,921.573
1017452,1018452,557.101
1017452,1018721,970
1017452,1018722,608.755
1017452,1018731,970
1017452,1018732,1315.17
1017452,1018891,438.629
1017452,1018892,608.755
1017452,1018901,637.962
1017452,1018902,637.962
1017452,1019451,438.629
1017452,1019452,637.962
1017452,1019461,608.755
1017452,1019462,1040.85
1017452,1019761,1998.8
1017452,1019762,1315.17
1017452,1020361,1315.17
1017452,1020362,1040.85
1017452,1020371,1315.17
1017452,1020372,1644.45
1017452,1020561,637.962
1017452,1020562,922.467
1017452,1020571,637.962
