from,to,cost
1018121,1014662,2106.79
1018121,1014861,2291.83
1018121,1014862,1772
1018121,1014871,2291.83
1018121,1014872,2106.79
1018121,1014971,1772
1018121,1014972,1534.37
1018121,1015901,2106.79
1018121,1015902,1866.11
1018121,1016041,2613.14
1018121,1016042,2567.98
1018121,1016111,989.702
1018121,1016112,556.903
1018121,1016191,939.932
1018121,1016192,1534.37
1018121,1016201,939.932
1018121,1016202,237.525
1018121,1016261,1866.11
1018121,1016262,1534.37
1018121,1016811,1877.27
1018121,1016812,2184.92
1018121,1017341,2504.48
1018121,1017342,2184.92
1018121,1017351,2504.48
1018121,1017352,2567.98
1018121,1017391,1041.25
1018121,1017392,556.903
1018121,1017411,1242.3
1018121,1017412,1315.67
1018121,1017441,556.903
1018121,1017442,237.525
1018121,1017451,556.903
1018121,1017452,718.088
1018121,1017531,2184.92
1018121,1017541,2184.92
1018121,1017542,1545.31
1018121,1017551,237.525
1018121,1017552,237.525
1018121,1017911,2567.98
1018121,1017912,2615
1018121,1018111,718.088
1018121,1018112,718.088
1018121,1018121,0
1018121,1018122,1445.65
1018121,1018301,2298.97
1018121,1018302,1637.07
1018121,1018311,2298.97
1018121,1018312,2678
1018121,1018441,1545.31
1018121,1018442,1637.07
1018121,1018451,1545.31
1018121,1018452,1242.3
1018121,1018721,1637.07
1018121,1018722,1315.67
1018121,1018731,1637.07
1018121,1018732,2032.66
1018121,1018891,1154.93
1018121,1018892,1315.67
1018121,1018901,718.088
1018121,1018902,1262.95
1018121,1019451,1154.93
1018121,1019452,1262.95
1018121,1019461,1315.67
1018121,1019462,1744.93
1018121,1019761,2684.61
1018121,1019762,2032.66
1018121,1020361,2032.66
1018121,1020362,1744.93
1018121,1020371,2032.66
1018121,1020372,2358.54
1018121,1020561,1262.95
1018121,1020562,1529.21
1018121,1020571,1262.95
1018121,1020572,1465.56
1018121,1020821,1744.93
1018121,1020822,1529.21
1018121,1020831,1744.93
1018121,1020832,2482.62
1018121,1021601,1465.56
1018121,1021602,1445.65
1018121,1021781,1445.65
1018121,1021782,1761.87
1018121,1058031,2447.56
1018121,1058032,2291.83
1018121,1058051,1378.4
1018121,1058052,1545.31
1018122,1014661,3427.76
1018122,1014662,3298.85
1018122,1014861,3588.58
1018122,1014862,3161.4
1018122,1014871,3588.58
1018122,1014872,3298.85
1018122,1014971,3161.4
1018122,1014972,2809.02
1018122,1015901,3298.85
1018122,1015902,3071.73
1018122,1016041,2593.64
1018122,1016042,2546.02
1018122,1016111,2311.11
1018122,1016112,1642.95
1018122,1016191,2385.49
1018122,1016192,2809.02
1018122,1016201,2385.49
1018122,1016202,1683.18
1018122,1016261,3071.73
1018122,1016262,2809.02
1018122,1016811,2440.19
1018122,1016812,2357.22
1018122,1017341,2653.34
1018122,1017342,2357.22
1018122,1017351,2653.34
1018122,1017352,2546.02
1018122,1017391,1762.35
1018122,1017392,1642.95
1018122,1017411,1762.35
1018122,1017412,1255.02
1018122,1017441,1642.95
1018122,1017442,1683.18
1018122,1017451,1642.95
1018122,1017452,1049.56
1018122,1017531,2357.22
1018122,1017541,2357.22
1018122,1017542,1627.1
1018122,1017551,1683.18
1018122,1017552,1445.65
1018122,1017911,2546.02
1018122,1017912,2496.62
1018122,1018111,1445.65
1018122,1018112,1049.56
1018122,1018121,1445.65
1018122,1018122,0
1018122,1018301,2262.1
1018122,1018302,1551.24
1018122,1018311,2262.1
1018122,1018312,2296.38
1018122,1018441,1627.1
1018122,1018442,1551.24
1018122,1018451,1627.1
1018122,1018452,1255.02
1018122,1018721,1551.24
1018122,1018722,1182.22
1018122,1018731,1551.24
1018122,1018732,1449.02
1018122,1018891,1052.16
1018122,1018892,1182.22
1018122,1018901,1049.56
1018122,1018902,580.171
1018122,1019451,1052.16
1018122,1019452,580.171
1018122,1019461,1182.22
1018122,1019462,997.556
1018122,1019761,2286.53
1018122,1019762,1449.02
1018122,1020361,1449.02
1018122,1020362,997.556
1018122,1020371,1449.02
1018122,1020372,1522.56
1018122,1020561,580.171
1018122,1020562,507.47
1018122,1020571,580.171
1018122,1020572,240.8
1018122,1020821,997.556
1018122,1020822,507.47
1018122,1020831,997.556
1018122,1020832,1287.89
1018122,1021601,240.8
1018122,1021602,240.8
1018122,1021781,316.241
1018122,1021782,316.241
1018122,1058031,3792.2
1018122,1058032,3588.58
1018122,1058051,1906.07
1018122,1058052,1627.1
1018301,1014661,4429.38
1018301,1014662,4295.08
1018301,1014861,4356.17
1018301,1014862,3717.06
1018301,1014871,4356.17
1018301,1014872,4295.08
1018301,1014971,3717.06
1018301,1014972,3698.6
1018301,1015901,4295.08
1018301,1015902,4060.58
1018301,1016041,339.337
1018301,1016042,290.816
1018301,1016111,2211.27
1018301,1016112,1841.39
1018301,1016191,2776.77
1018301,1016192,3698.6
1018301,1016201,2776.77
1018301,1016202,2389.74
1018301,1016261,4060.58
1018301,1016262,3698.6
1018301,1016811,943.969
1018301,1016812,329.763
1018301,1017341,441.441
1018301,1017342,329.763
1018301,1017351,441.441
1018301,1017352,290.816
1018301,1017391,1353.11
1018301,1017392,1841.39
1018301,1017411,1353.11
1018301,1017412,1149.5
1018301,1017441,1841.39
1018301,1017442,2389.74
1018301,1017451,1841.39
1018301,1017452,1687.49
1018301,1017531,329.763
1018301,1017541,329.763
1018301,1017542,766.976
1018301,1017551,2389.74
1018301,1017552,2298.97
1018301,1017911,290.816
1018301,1017912,319.042
1018301,1018111,2298.97
1018301,1018112,1687.49
1018301,1018121,2298.97
1018301,1018122,2262.1
1018301,1018301,0
1018301,1018302,744.788
1018301,1018311,613.032
1018301,1018312,613.032
1018301,1018441,766.976
1018301,1018442,744.788
1018301,1018451,766.976
1018301,1018452,1146.21
1018301,1018721,744.788
1018301,1018722,1149.5
1018301,1018731,744.788
1018301,1018732,961.489
1018301,1018891,1687.49
1018301,1018892,1330.65
1018301,1018901,1687.49
1018301,1018902,1700.7
1018301,1019451,1330.65
1018301,1019452,1700.7
1018301,1019461,1149.5
1018301,1019462,1334.25
1018301,1019761,638.413
1018301,1019762,961.489
1018301,1020361,961.489
1018301,1020362,1334.25
1018301,1020371,961.489
1018301,1020372,1269.78
1018301,1020561,1700.7
1018301,1020562,1782.13
1018301,1020571,1700.7
1018301,1020572,2033.16
1018301,1020821,1334.25
1018301,1020822,1782.13
1018301,1020831,1334.25
1018301,1020832,1909.57
1018301,1021601,2033.16
1018301,1021602,2262.1
1018301,1021781,2262.1
1018301,1021782,2378.69
1018301,1058031,4415.81
1018301,1058032,4356.17
1018301,1058051,1027.4
1018301,1058052,766.976
1018302,1014661,3845.9
1018302,1014662,3709.47
1018302,1014861,3825.74
1018302,1014862,3219.04
1018302,1014871,3825.74
1018302,1014872,3709.47
1018302,1014971,3219.04
1018302,1014972,3118.32
1018302,1015901,3709.47
1018302,1015902,3470.21
1018302,1016041,1084.08
1018302,1016042,1035.57
1018302,1016111,1799.19
1018302,1016112,1267.71
1018302,1016191,2269
1018302,1016192,3118.32
1018302,1016201,2269
1018302,1016202,1767.36
1018302,1016261,3470.21
1018302,1016262,3118.32
1018302,1016811,1040.14
1018302,1016812,806.724
1018302,1017341,1104.41
1018302,1017342,806.724
1018302,1017351,1104.41
1018302,1017352,1035.57
1018302,1017391,879.014
1018302,1017392,1267.71
1018302,1017411,879.014
1018302,1017412,413.929
1018302,1017441,1267.71
1018302,1017442,1767.36
1018302,1017451,1267.71
1018302,1017452,970
1018302,1017531,806.724
1018302,1017541,806.724
1018302,1017542,184.595
1018302,1017551,1767.36
1018302,1017552,1637.07
1018302,1017911,1035.57
1018302,1017912,1031.27
1018302,1018111,1637.07
1018302,1018112,970
1018302,1018121,1637.07
1018302,1018122,1551.24
1018302,1018301,744.788
1018302,1018302,0
1018302,1018311,744.788
1018302,1018312,1041.63
1018302,1018441,184.595
1018302,1018442,184.595
1018302,1018451,184.595
1018302,1018452,413.929
1018302,1018721,404.712
1018302,1018722,404.712
1018302,1018731,608.928
1018302,1018732,608.928
1018302,1018891,970
1018302,1018892,586.823
1018302,1018901,970
1018302,1018902,975.845
1018302,1019451,586.823
1018302,1019452,975.845
1018302,1019461,404.712
1018302,1019462,744.627
1018302,1019761,1049.29
1018302,1019762,608.928
1018302,1020361,608.928
1018302,1020362,744.627
1018302,1020371,608.928
1018302,1020372,1028.77
1018302,1020561,975.845
1018302,1020562,1104.74
1018302,1020571,975.845
1018302,1020572,1334.63
1018302,1020821,744.627
1018302,1020822,1104.74
1018302,1020831,744.627
1018302,1020832,1527.52
1018302,1021601,1334.63
1018302,1021602,1551.24
1018302,1021781,1551.24
1018302,1021782,1707.98
1018302,1058031,3923.63
1018302,1058032,3825.74
1018302,1058051,695.562
1018302,1058052,184.595
1018311,1014661,4429.38
1018311,1014662,4295.08
1018311,1014861,4356.17
1018311,1014862,3717.06
1018311,1014871,4356.17
1018311,1014872,4295.08
1018311,1014971,3717.06
1018311,1014972,3698.6
1018311,1015901,4295.08
1018311,1015902,4060.58
1018311,1016041,339.337
1018311,1016042,290.816
1018311,1016111,2211.27
1018311,1016112,1841.39
1018311,1016191,2776.77
1018311,1016192,3698.6
1018311,1016201,2776.77
1018311,1016202,2389.74
1018311,1016261,4060.58
1018311,1016262,3698.6
1018311,1016811,943.969
1018311,1016812,329.763
1018311,1017341,441.441
1018311,1017342,329.763
1018311,1017351,441.441
1018311,1017352,290.816
1018311,1017391,1353.11
1018311,1017392,1841.39
1018311,1017411,1353.11
1018311,1017412,1149.5
1018311,1017441,1841.39
1018311,1017442,2389.74
1018311,1017451,1841.39
1018311,1017452,1687.49
1018311,1017531,329.763
1018311,1017541,329.763
1018311,1017542,766.976
1018311,1017551,2389.74
1018311,1017552,2298.97
1018311,1017911,290.816
1018311,1017912,319.042
1018311,1018111,2298.97
1018311,1018112,1687.49
1018311,1018121,2298.97
1018311,1018122,2262.1
1018311,1018301,744.788
1018311,1018302,744.788
1018311,1018311,0
1018311,1018312,613.032
1018311,1018441,766.976
1018311,1018442,744.788
1018311,1018451,766.976
1018311,1018452,1146.21
1018311,1018721,744.788
1018311,1018722,1149.5
1018311,1018731,744.788
1018311,1018732,961.489
1018311,1018891,1687.49
1018311,1018892,1330.65
1018311,1018901,1687.49
1018311,1018902,1700.7
1018311,1019451,1330.65
1018311,1019452,1700.7
1018311,1019461,1149.5
1018311,1019462,1334.25
1018311,1019761,638.413
1018311,1019762,961.489
1018311,1020361,961.489
1018311,1020362,1334.25
1018311,1020371,961.489
1018311,1020372,1269.78
1018311,1020561,1700.7
1018311,1020562,1782.13
1018311,1020571,1700.7
1018311,1020572,2033.16
1018311,1020821,1334.25
1018311,1020822,1782.13
1018311,1020831,1334.25
1018311,1020832,1909.57
1018311,1021601,2033.16
1018311,1021602,2262.1
1018311,1021781,2262.1
1018311,1021782,2378.69
1018311,1058031,4415.81
1018311,1058032,4356.17
1018311,1058051,1027.4
1018311,1058052,766.976
1018312,1014661,4882.58
1018312,1014662,4746.44
1018312,1014861,4846.59
1018312,1014862,4224.76
1018312,1014871,4846.59
1018312,1014872,4746.44
1018312,1014971,4224.76
1018312,1014972,4153.3
1018312,1015901,4746.44
1018312,1015902,4507.86
1018312,1016041,654.51
1018312,1016042,637.353
1018312,1016111,2748.85
1018312,1016112,2292.42
1018312,1016191,3275.07
1018312,1016192,4153.3
1018312,1016201,3275.07
1018312,1016202,2807.38
1018312,1016261,4507.86
1018312,1016262,4153.3
1018312,1016811,1555.44
1018312,1016812,940.566
1018312,1017341,937.1
1018312,1017342,940.566
1018312,1017351,937.1
1018312,1017352,637.353
1018312,1017391,1847.11
1018312,1017392,2292.42
1018312,1017411,1847.11
1018312,1017412,1441.21
1018312,1017441,2292.42
1018312,1017442,2807.38
1018312,1017451,2292.42
1018312,1017452,1994.9
1018312,1017531,940.566
1018312,1017541,940.566
1018312,1017542,1158.24
1018312,1017551,2807.38
1018312,1017552,2678
1018312,1017911,637.353
1018312,1017912,471.064
1018312,1018111,2678
1018312,1018112,1994.9
1018312,1018121,2678
1018312,1018122,2296.38
1018312,1018301,613.032
1018312,1018302,1041.63
1018312,1018311,613.032
1018312,1018312,0
1018312,1018441,1158.24
1018312,1018442,1041.63
1018312,1018451,1158.24
1018312,1018452,1441.21
1018312,1018721,1041.63
1018312,1018722,1390.89
1018312,1018731,1041.63
1018312,1018732,847.803
1018312,1018891,1994.9
1018312,1018892,1573.7
1018312,1018901,1994.9
1018312,1018902,1805.16
1018312,1019451,1573.7
1018312,1019452,1805.16
1018312,1019461,1390.89
1018312,1019462,1299.02
1018312,1019761,29.3557
1018312,1019762,847.803
1018312,1020361,847.803
1018312,1020362,1299.02
1018312,1020371,847.803
1018312,1020372,948.338
1018312,1020561,1805.16
1018312,1020562,1789.08
1018312,1020571,1805.16
1018312,1020572,2055.69
1018312,1020821,1299.02
1018312,1020822,1789.08
1018312,1020831,1299.02
1018312,1020832,1594.38
1018312,1021601,2055.69
1018312,1021602,2296.38
1018312,1021781,2296.38
1018312,1021782,2331.8
1018312,1058031,4928.54
1018312,1058032,4846.59
1018312,1058051,1558.4
1018312,1058052,1158.24
1018441,1014661,3725.79
1018441,1014662,3589.88
1018441,1014861,3690.04
1018441,1014862,3074.28
1018441,1014871,3690.04
1018441,1014872,3589.88
1018441,1014971,3074.28
1018441,1014972,2995.91
1018441,1015901,3589.88
1018441,1015902,3351.86
1018441,1016041,1098.25
1018441,1016042,1050.65
1018441,1016111,1632.71
1018441,1016112,1134.2
1018441,1016191,2123.55
1018441,1016192,2995.91
1018441,1016201,2123.55
1018441,1016202,1656.48
1018441,1016261,3351.86
1018441,1016262,2995.91
1018441,1016811,882.592
1018441,1016812,750.098
1018441,1017341,1067.29
1018441,1017342,750.098
1018441,1017351,1067.29
1018441,1017352,1050.65
1018441,1017391,712.332
1018441,1017392,1134.2
1018441,1017411,712.332
1018441,1017412,445.486
1018441,1017441,1134.2
1018441,1017442,1656.48
1018441,1017451,1134.2
1018441,1017452,921.573
1018441,1017531,750.098
1018441,1017541,750.098
1018441,1017542,750.098
1018441,1017551,1656.48
1018441,1017552,1545.31
1018441,1017911,1050.65
1018441,1017912,1075.95
1018441,1018111,1545.31
1018441,1018112,921.573
1018441,1018121,1545.31
1018441,1018122,1627.1
1018441,1018301,766.976
1018441,1018302,184.595
1018441,1018311,766.976
1018441,1018312,1158.24
1018441,1018441,0
1018441,1018442,184.595
1018441,1018451,399.381
1018441,1018452,399.381
1018441,1018721,184.595
1018441,1018722,445.486
1018441,1018731,184.595
1018441,1018732,793.522
1018441,1018891,921.573
1018441,1018892,601.891
1018441,1018901,921.573
1018441,1018902,1046.93
1018441,1019451,601.891
1018441,1019452,1046.93
1018441,1019461,445.486
1018441,1019462,898.755
1018441,1019761,1169.47
1018441,1019762,793.522
1018441,1020361,793.522
1018441,1020362,898.755
1018441,1020371,793.522
1018441,1020372,1213.37
1018441,1020561,1046.93
1018441,1020562,1212.12
1018441,1020571,1046.93
1018441,1020572,1423.55
1018441,1020821,898.755
1018441,1020822,1212.12
1018441,1020831,898.755
1018441,1020832,1702.78
1018441,1021601,1423.55
1018441,1021602,1627.1
1018441,1021781,1627.1
1018441,1021782,1809.65
1018441,1058031,3778.87
1018441,1058032,3690.04
1018441,1058051,511.009
1018441,1058052,511.009
1018442,1014661,3845.9
1018442,1014662,3709.47
1018442,1014861,3825.74
1018442,1014862,3219.04
1018442,1014871,3825.74
1018442,1014872,3709.47
1018442,1014971,3219.04
1018442,1014972,3118.32
1018442,1015901,3709.47
1018442,1015902,3470.21
1018442,1016041,1084.08
1018442,1016042,1035.57
1018442,1016111,1799.19
1018442,1016112,1267.71
1018442,1016191,2269
1018442,1016192,3118.32
1018442,1016201,2269
1018442,1016202,1767.36
1018442,1016261,3470.21
1018442,1016262,3118.32
1018442,1016811,1040.14
1018442,1016812,806.724
1018442,1017341,1104.41
1018442,1017342,806.724
1018442,1017351,1104.41
1018442,1017352,1035.57
1018442,1017391,879.014
1018442,1017392,1267.71
1018442,1017411,879.014
1018442,1017412,413.929
1018442,1017441,1267.71
1018442,1017442,1767.36
1018442,1017451,1267.71
1018442,1017452,970
1018442,1017531,806.724
1018442,1017541,806.724
1018442,1017542,184.595
1018442,1017551,1767.36
1018442,1017552,1637.07
1018442,1017911,1035.57
1018442,1017912,1031.27
1018442,1018111,1637.07
1018442,1018112,970
1018442,1018121,1637.07
1018442,1018122,1551.24
1018442,1018301,744.788
1018442,1018302,744.788
1018442,1018311,744.788
1018442,1018312,1041.63
1018442,1018441,184.595
1018442,1018442,0
1018442,1018451,184.595
1018442,1018452,413.929
1018442,1018721,404.712
1018442,1018722,404.712
1018442,1018731,608.928
1018442,1018732,608.928
1018442,1018891,970
1018442,1018892,586.823
1018442,1018901,970
1018442,1018902,975.845
1018442,1019451,586.823
1018442,1019452,975.845
1018442,1019461,404.712
1018442,1019462,744.627
1018442,1019761,1049.29
1018442,1019762,608.928
1018442,1020361,608.928
1018442,1020362,744.627
1018442,1020371,608.928
1018442,1020372,1028.77
1018442,1020561,975.845
1018442,1020562,1104.74
1018442,1020571,975.845
1018442,1020572,1334.63
1018442,1020821,744.627
1018442,1020822,1104.74
1018442,1020831,744.627
1018442,1020832,1527.52
1018442,1021601,1334.63
1018442,1021602,1551.24
1018442,1021781,1551.24
1018442,1021782,1707.98
1018442,1058031,3923.63
1018442,1058032,3825.74
1018442,1058051,695.562
1018442,1058052,184.595
1018451,1014661,3725.79
1018451,1014662,3589.88
1018451,1014861,3690.04
1018451,1014862,3074.28
1018451,1014871,3690.04
1018451,1014872,3589.88
1018451,1014971,3074.28
1018451,1014972,2995.91
1018451,1015901,3589.88
1018451,1015902,3351.86
1018451,1016041,1098.25
1018451,1016042,1050.65
1018451,1016111,1632.71
1018451,1016112,1134.2
1018451,1016191,2123.55
1018451,1016192,2995.91
1018451,1016201,2123.55
1018451,1016202,1656.48
1018451,1016261,3351.86
1018451,1016262,2995.91
1018451,1016811,882.592
1018451,1016812,750.098
1018451,1017341,1067.29
1018451,1017342,750.098
1018451,1017351,1067.29
1018451,1017352,1050.65
1018451,1017391,712.332
1018451,1017392,1134.2
1018451,1017411,712.332
1018451,1017412,445.486
1018451,1017441,1134.2
1018451,1017442,1656.48
1018451,1017451,1134.2
1018451,1017452,921.573
1018451,1017531,750.098
1018451,1017541,750.098
1018451,1017542,750.098
1018451,1017551,1656.48
1018451,1017552,1545.31
1018451,1017911,1050.65
1018451,1017912,1075.95
1018451,1018111,1545.31
1018451,1018112,921.573
1018451,1018121,1545.31
1018451,1018122,1627.1
1018451,1018301,766.976
1018451,1018302,184.595
1018451,1018311,766.976
1018451,1018312,1158.24
1018451,1018441,184.595
1018451,1018442,184.595
1018451,1018451,0
1018451,1018452,399.381
1018451,1018721,184.595
1018451,1018722,445.486
1018451,1018731,184.595
1018451,1018732,793.522
1018451,1018891,921.573
1018451,1018892,601.891
1018451,1018901,921.573
1018451,1018902,1046.93
1018451,1019451,601.891
1018451,1019452,1046.93
1018451,1019461,445.486
1018451,1019462,898.755
1018451,1019761,1169.47
1018451,1019762,793.522
1018451,1020361,793.522
1018451,1020362,898.755
1018451,1020371,793.522
1018451,1020372,1213.37
1018451,1020561,1046.93
1018451,1020562,1212.12
1018451,1020571,1046.93
1018451,1020572,1423.55
1018451,1020821,898.755
1018451,1020822,1212.12
1018451,1020831,898.755
1018451,1020832,1702.78
1018451,1021601,1423.55
1018451,1021602,1627.1
1018451,1021781,1627.1
1018451,1021782,1809.65
1018451,1058031,3778.87
1018451,1058032,3690.04
1018451,1058051,511.009
1018451,1058052,511.009
1018452,1014661,3472.36
1018452,1014662,3335.56
1018452,1014861,3476.6
1018452,1014862,2890.66
1018452,1014871,3476.6
1018452,1014872,3335.56
1018452,1014971,2890.66
1018452,1014972,2749.91
1018452,1015901,3335.56
1018452,1015902,3095.26
1018452,1016041,1483.39
1018452,1016042,1435.16
1018452,1016111,1554.38
1018452,1016112,941.567
1018452,1016191,1949.22
1018452,1016192,2749.91
1018452,1016201,1949.22
1018452,1016202,1391.77
1018452,1016261,3095.26
1018452,1016262,2749.91
1018452,1016811,1191.64
1018452,1016812,1149.21
1018452,1017341,1466.51
1018452,1017342,1149.21
1018452,1017351,1466.51
1018452,1017352,1435.16
1018452,1017391,688.628
1018452,1017392,941.567
1018452,1017411,688.628
1018452,1017412,688.628
1018452,1017441,941.567
1018452,1017442,1391.77
1018452,1017451,941.567
1018452,1017452,557.101
1018452,1017531,1149.21
1018452,1017541,1149.21
1018452,1017542,399.381
1018452,1017551,1391.77
1018452,1017552,1242.3
1018452,1017911,1435.16
1018452,1017912,1442.02
1018452,1018111,1242.3
1018452,1018112,557.101
1018452,1018121,1242.3
1018452,1018122,1255.02
1018452,1018301,1146.21
1018452,1018302,413.929
1018452,1018311,1146.21
1018452,1018312,1441.21
1018452,1018441,399.381
1018452,1018442,413.929
1018452,1018451,399.381
1018452,1018452,0
1018452,1018721,413.929
1018452,1018722,126.336
1018452,1018731,413.929
1018452,1018732,833.698
1018452,1018891,557.101
1018452,1018892,206.723
1018452,1018901,557.101
1018452,1018902,680.867
1018452,1019451,206.723
1018452,1019452,680.867
1018452,1019461,126.336
1018452,1019462,720.189
1018452,1019761,1446.24
1018452,1019762,833.698
1018452,1020361,833.698
1018452,1020362,720.189
1018452,1020371,833.698
1018452,1020372,1219.64
1018452,1020561,680.867
1018452,1020562,891.478
1018452,1020571,680.867
1018452,1020572,1068.97
1018452,1020821,720.189
1018452,1020822,891.478
1018452,1020831,720.189
1018452,1020832,1569.47
1018452,1021601,1068.97
1018452,1021602,1255.02
1018452,1021781,1255.02
1018452,1021782,1465.92
1018452,1058031,3592.45
1018452,1058032,3476.6
1018452,1058051,687.091
1018452,1058052,399.381
1018721,1014661,3845.9
1018721,1014662,3709.47
1018721,1014861,3825.74
1018721,1014862,3219.04
1018721,1014871,3825.74
1018721,1014872,3709.47
1018721,1014971,3219.04
1018721,1014972,3118.32
1018721,1015901,3709.47
1018721,1015902,3470.21
1018721,1016041,1084.08
1018721,1016042,1035.57
1018721,1016111,1799.19
1018721,1016112,1267.71
1018721,1016191,2269
1018721,1016192,3118.32
1018721,1016201,2269
1018721,1016202,1767.36
1018721,1016261,3470.21
1018721,1016262,3118.32
1018721,1016811,1040.14
1018721,1016812,806.724
1018721,1017341,1104.41
1018721,1017342,806.724
1018721,1017351,1104.41
1018721,1017352,1035.57
1018721,1017391,879.014
1018721,1017392,1267.71
1018721,1017411,879.014
1018721,1017412,413.929
1018721,1017441,1267.71
1018721,1017442,1767.36
1018721,1017451,1267.71
1018721,1017452,970
1018721,1017531,806.724
1018721,1017541,806.724
1018721,1017542,184.595
1018721,1017551,1767.36
1018721,1017552,1637.07
1018721,1017911,1035.57
1018721,1017912,1031.27
1018721,1018111,1637.07
1018721,1018112,970
1018721,1018121,1637.07
1018721,1018122,1551.24
1018721,1018301,744.788
1018721,1018302,744.788
1018721,1018311,744.788
1018721,1018312,1041.63
1018721,1018441,184.595
1018721,1018442,184.595
1018721,1018451,184.595
1018721,1018452,413.929
1018721,1018721,0
1018721,1018722,404.712
1018721,1018731,608.928
1018721,1018732,608.928
1018721,1018891,970
1018721,1018892,586.823
1018721,1018901,970
1018721,1018902,975.845
1018721,1019451,586.823
1018721,1019452,975.845
1018721,1019461,404.712
1018721,1019462,744.627
1018721,1019761,1049.29
1018721,1019762,608.928
1018721,1020361,608.928
1018721,1020362,744.627
1018721,1020371,608.928
1018721,1020372,1028.77
1018721,1020561,975.845
1018721,1020562,1104.74
1018721,1020571,975.845
1018721,1020572,1334.63
1018721,1020821,744.627
1018721,1020822,1104.74
1018721,1020831,744.627
1018721,1020832,1527.52
1018721,1021601,1334.63
1018721,1021602,1551.24
1018721,1021781,1551.24
1018721,1021782,1707.98
1018721,1058031,3923.63
1018721,1058032,3825.74
1018721,1058051,695.562
1018721,1058052,184.595
1018722,1014661,3554.8
1018722,1014662,3417.94
1018722,1014861,3570.43
1018722,1014862,2992.43
1018722,1014871,3570.43
1018722,1014872,3417.94
1018722,1014971,2992.43
1018722,1014972,2836.03
1018722,1015901,3417.94
1018722,1015902,3177.33
1018722,1016041,1488.79
1018722,1016042,1440.28
1018722,1016111,1675.4
1018722,1016112,1051.04
1018722,1016191,2055.32
1018722,1016192,2836.03
1018722,1016201,2055.32
1018722,1016202,1478.07
1018722,1016261,3177.33
1018722,1016262,2836.03
1018722,1016811,1285.4
1018722,1016812,1187.9
1018722,1017341,1497.45
1018722,1017342,1187.9
1018722,1017351,1497.45
1018722,1017352,1440.28
1018722,1017391,814.963
1018722,1017392,1051.04
1018722,1017411,814.963
1018722,1017412,126.336
1018722,1017441,1051.04
1018722,1017442,1478.07
1018722,1017451,1051.04
1018722,1017452,608.755
1018722,1017531,1187.9
1018722,1017541,1187.9
1018722,1017542,445.486
1018722,1017551,1478.07
1018722,1017552,1315.67
1018722,1017911,1440.28
1018722,1017912,1432.15
1018722,1018111,1315.67
1018722,1018112,608.755
1018722,1018121,1315.67
1018722,1018122,1182.22
1018722,1018301,1149.5
1018722,1018302,404.712
1018722,1018311,1149.5
1018722,1018312,1390.89
1018722,1018441,445.486
1018722,1018442,404.712
1018722,1018451,445.486
1018722,1018452,126.336
1018722,1018721,404.712
1018722,1018722,0
1018722,1018731,404.712
1018722,1018732,730.861
1018722,1018891,608.755
1018722,1018892,186.097
1018722,1018901,608.755
1018722,1018902,602.304
1018722,1019451,186.097
1018722,1019452,602.304
1018722,1019461,593.853
1018722,1019462,593.853
1018722,1019761,1393.56
1018722,1019762,730.861
1018722,1020361,730.861
1018722,1020362,593.853
1018722,1020371,730.861
1018722,1020372,1104.94
1018722,1020561,602.304
1018722,1020562,788.738
1018722,1020571,602.304
1018722,1020572,983.457
1018722,1020821,593.853
1018722,1020822,788.738
1018722,1020831,593.853
1018722,1020832,1443.14
1018722,1021601,983.457
1018722,1021602,1182.22
1018722,1021781,1182.22
1018722,1021782,1375.35
1018722,1058031,3692.54
1018722,1058032,3570.43
1018722,1058051,799.672
1018722,1058052,445.486
1018731,1014661,3845.9
1018731,1014662,3709.47
1018731,1014861,3825.74
1018731,1014862,3219.04
1018731,1014871,3825.74
1018731,1014872,3709.47
1018731,1014971,3219.04
1018731,1014972,3118.32
1018731,1015901,3709.47
1018731,1015902,3470.21
1018731,1016041,1084.08
1018731,1016042,1035.57
1018731,1016111,1799.19
1018731,1016112,1267.71
1018731,1016191,2269
1018731,1016192,3118.32
1018731,1016201,2269
1018731,1016202,1767.36
1018731,1016261,3470.21
1018731,1016262,3118.32
1018731,1016811,1040.14
1018731,1016812,806.724
1018731,1017341,1104.41
1018731,1017342,806.724
1018731,1017351,1104.41
1018731,1017352,1035.57
1018731,1017391,879.014
1018731,1017392,1267.71
1018731,1017411,879.014
1018731,1017412,413.929
1018731,1017441,1267.71
1018731,1017442,1767.36
1018731,1017451,1267.71
1018731,1017452,970
1018731,1017531,806.724
1018731,1017541,806.724
1018731,1017542,184.595
1018731,1017551,1767.36
1018731,1017552,1637.07
1018731,1017911,1035.57
1018731,1017912,1031.27
1018731,1018111,1637.07
1018731,1018112,970
1018731,1018121,1637.07
1018731,1018122,1551.24
1018731,1018301,744.788
1018731,1018302,744.788
1018731,1018311,744.788
1018731,1018312,1041.63
1018731,1018441,184.595
1018731,1018442,184.595
1018731,1018451,184.595
1018731,1018452,413.929
1018731,1018721,404.712
1018731,1018722,404.712
1018731,1018731,0
1018731,1018732,608.928
1018731,1018891,970
1018731,1018892,586.823
1018731,1018901,970
1018731,1018902,975.845
1018731,1019451,586.823
1018731,1019452,975.845
1018731,1019461,404.712
1018731,1019462,744.627
1018731,1019761,1049.29
1018731,1019762,608.928
1018731,1020361,608.928
1018731,1020362,744.627
1018731,1020371,608.928
1018731,1020372,1028.77
