IDXNAME,LINK_ID,TLINKIDP1,TLINKIDN1,ST_ND_ID,ED_ND_ID,LENGTH,ST_DIR,ED_DIR,ROAD_CATE,ROADLEVEL,ROADSTATE,LINK_CATE,LINK_FACIL,ROAD_NO,ONEWAY,LANE,SPEEDLH,LEVELCODE,MEDIANST,BLANEST,DAY_TIME,SATDAY_TM,SUNDAY_TM,REGIONCD,TOLLLINK,GUIDEINFO1,GUIDEINFO2,DIR_ANGLE,ROAD_EXCLU,WEIGHT,HEIGHT,WIDTH,KIND,MULTI,MODIFIED,KEY,KS1,KS2
55380000,4311,,10297232,3240,3571,19,90,272,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3/0/4/1,1",0,0,,,,,,0,55380000_3240_3571,,1860636600
55380000,4314,,10297331,3570,3593,30,179,359,5,5,2,2,0,0,4,4,50,2,0,3,00002400,00002400,00002400,05,0,,"0/1/0/2,3,4,5/0/6/1,1",0,0,,,,,,0,55380000_3570_3593,,
55380000,4315,10297231,,3570,3572,18,91,272,6,6,2,5,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3570_3572,1860636500,
55380000,4319,,10297281,3569,3574,22,271,91,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3/0/4/1,1",0,0,,,,,,0,55380000_3569_3574,,1860206400
55380000,4320,,10297332,3562,3596,168,0,180,5,5,2,2,0,0,4,4,50,2,0,3,00002400,00002400,00002400,05,0,,"0/1/0/2,3/0/4",0,0,,,,,,0,55380000_3562_3596,,
55380000,4321,10297332,,3569,3596,27,180,0,5,5,2,2,0,0,3,4,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3569_3596,,
55380000,4323,,10297181,3217,3583,59,270,90,6,6,2,1,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2/0/2",0,0,,,,,,0,55380000_3217_3583,,1850294600
55380000,4324,10297182,,3313,3585,64,269,89,6,6,2,1,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3313_3585,1850294500,
55380000,4325,,10297461,3564,3566,26,182,2,6,6,2,1,0,0,0,3,40,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_3564_3566,,
55380000,4327,10297162,,3564,3597,13,269,89,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3564_3597,1860216700,
55380000,4328,,10297162,3575,3597,218,90,270,5,5,2,5,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5,6/0/7/1,1",0,0,,,,,,0,55380000_3575_3597,,1860216700
55380000,4329,10297161,,3576,3598,218,89,269,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/2,3,4,5,6/0/7/1,1",,0,0,,,,,,0,55380000_3576_3598,1860216600,
55380000,4330,,10297161,3582,3598,4,270,90,5,5,2,5,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5,6/0/7/1,1",0,0,,,,,,0,55380000_3582_3598,,1860216600
55380000,4331,,10297162,3597,3598,26,180,0,7,7,2,9,0,0,4,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3597_3598,,1860216700
55380000,4332,10297171,,3566,3580,12,88,268,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3566_3580,1850198100,
55380000,4333,10297461,10297462,3220,3599,96,1,181,6,6,2,1,0,0,0,3,40,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/2/0/3/0,1",,0,0,,,,,,0,55380000_3220_3599,,
55380000,4334,10297462,10297461,3566,3599,15,179,359,6,6,2,1,0,0,0,3,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3566_3599,,
55380000,4335,10297171,,3580,3600,5,89,269,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3580_3600,1850198100,
55380000,4336,,10297171,3583,3600,258,269,89,5,5,2,5,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2,3/4,5/0/L3",0,0,,,,,,0,55380000_3583_3600,,1850198100
55380000,4337,10297171,,3599,3600,24,35,252,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3599_3600,1850198100,
55380000,4338,,10297172,3579,3601,6,88,268,5,5,2,5,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/2/0/3,4,5,6/0/7/1,1",0,0,,,,,,0,55380000_3579_3601,,1850198200
55380000,4339,10297172,,3585,3601,255,269,89,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,"1/2/0/3,4,5,6/0/7/1,1",,0,0,,,,,,0,55380000_3585_3601,1850198200,
55380000,4366,10297192,,3621,3623,32,270,90,6,6,2,1,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3621_3623,1850295400,
55380000,4367,10297192,,3622,3623,28,1,181,7,7,2,9,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3622_3623,1850295400,
55380000,4368,,10297191,3398,3624,24,271,91,6,6,2,1,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3/0/4/1,1",0,0,,,,,,0,55380000_3398_3624,,1850295300
55380000,4369,10297191,,3622,3624,6,91,271,6,6,2,1,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,"1/1,2/0/3/0/4/1,1",,0,0,,,,,,0,55380000_3622_3624,1850295300,
55380000,4371,3403201,,3398,3625,26,178,358,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3398_3625,1850205400,
55380000,4372,3403201,,3624,3625,39,110,333,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3624_3625,1850205400,
55380000,4373,10297192,10297091,3226,3621,35,318,138,7,7,2,4,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3226_3621,1850295400,1850204600
55380000,4374,3403201,3404342,3225,3398,36,223,43,6,6,2,4,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3225_3398,1850205400,1860636700
55380000,4375,,3403201,3398,3621,28,2,182,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3398_3621,,1850205400
55380000,4376,10297191,,3217,3622,264,90,270,6,6,2,1,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,"1/1,2/0/3/0/4/1,1",,0,0,,,,,,0,55380000_3217_3622,1850295300,
55380000,4377,10297101,10297102,3584,3626,672,90,270,5,5,2,1,4,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,4.0,,,,0,55380000_3584_3626,1850204600,1850204700
55380000,4378,,10297192,3313,3623,261,90,270,6,6,2,1,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2/0/2",0,0,,,,,,0,55380000_3313_3623,,1850295400
55380000,4406,3402942,3402941,777,3643,117,270,90,5,5,2,1,0,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3/0/4/1,0",0,0,,,,,,0,55380000_777_3643,1850039600,1850039700
55380000,4407,3402941,3402942,3479,3643,39,90,270,5,5,2,1,0,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3,4/0/5/1,1",0,0,,,,,,0,55380000_3479_3643,1850039700,1850039600
55380000,4429,3402841,3402842,802,3656,13,13,193,2,2,2,1,0,4,0,6,70,1,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2/3,4/0/0,1",0,0,40.0,4.50,3.30,,,0,55380000_802_3656,1860337500,1860337200
55380000,4445,10297271,,3522,3670,41,91,271,5,5,2,2,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3522_3670,1860205100,
55380000,4460,10297252,,3565,3677,12,270,90,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3565_3677,,
55380000,4461,,10297252,3587,3677,86,90,270,5,5,2,5,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2,3/4,5/0/L3",0,0,,,,,,0,55380000_3587_3677,,
55380000,4462,,10297251,3578,3678,4,268,88,5,5,2,5,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5,6/0/7/1,1",0,0,,,,,,0,55380000_3578_3678,,1860213900
55380000,4463,10297251,,3588,3678,88,89,269,5,5,2,5,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/2,3,4,5,6/0/7/1,1",,0,0,,,,,,0,55380000_3588_3678,1860213900,
55380000,4464,,10297252,3677,3678,28,180,0,7,7,2,9,0,0,4,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3677_3678,,
55380000,4494,10500292,10500291,2967,3697,304,0,180,5,5,2,1,0,0,0,5,50,2,1,0,00002400,00002400,00002400,05,0,"0/1/0/2,3,4/0/4/1,0","1/1,2/0/0/0/3/1,0",0,0,,,,,,0,55380000_2967_3697,,
55380000,4516,3389421,3389422,810,3709,399,89,269,5,5,2,1,0,0,0,6,30,2,1,0,00002400,00002400,00002400,05,0,"1/1/0/2,3/0/4/0,1","1/1/0/2,3/0/4/0,1",0,0,,4.5,,,,0,55380000_810_3709,1850022400,1850022500
55380000,4517,3389422,3389421,812,3709,28,269,89,5,5,2,1,0,0,0,6,30,2,1,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3/0/4/0,1",0,0,,,,,,0,55380000_812_3709,1850022500,1850022400
55380000,4518,3389481,3389482,812,3710,25,0,180,5,5,2,1,0,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3/0/4/0,1",0,0,,,,,,0,55380000_812_3710,1850023201,1850023302
55380000,4519,3389482,3389481,2536,3710,48,178,358,5,5,2,1,0,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/2,3/0/4/0,1",,0,0,,,,,,0,55380000_2536_3710,1850023302,1850023201
55380000,4520,,3389422,3709,3710,39,70,213,7,7,2,4,0,0,4,1,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3709_3710,,1850022500
55380000,4521,3389431,3389432,812,3711,25,89,269,5,5,2,1,0,0,0,6,30,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3/0/4/0,1",0,0,,,,,,0,55380000_812_3711,1850277800,1850277700
55380000,4522,3389432,3389431,3449,3711,215,268,88,5,5,2,1,0,0,0,6,30,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/2,3/0/4/0,1","0/0/0/1,2,3/0/4/0,1",0,0,,4.5,,,,0,55380000_3449_3711,1850277700,1850277800
55380000,4523,,3389481,3710,3711,36,151,290,7,7,2,4,0,0,4,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3710_3711,,1850023201
55380000,4527,3402961,3402962,440,3714,252,337,157,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2,3/0/4/0,1",0,0,40.0,4.40,3.30,,,0,55380000_440_3714,1860018700,1860018800
55380000,4528,3402962,3402961,455,3714,356,157,337,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2/0/3",0,0,40.0,4.40,3.30,,,0,55380000_455_3714,1860018800,1860018700
55380000,4533,,3403222,3486,3718,12,1,181,5,5,2,2,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5/0/6/1,0",0,0,,,,,,0,55380000_3486_3718,,
55380000,4534,3403221,,3064,3719,12,1,181,5,5,2,2,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3064_3719,,
55380000,4535,3403222,,3718,3719,22,90,270,7,7,2,9,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3718_3719,,
55380000,4536,3403222,,3477,3720,157,179,359,5,5,2,2,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3477_3720,,
55380000,4537,,3403222,3718,3720,142,359,179,5,5,2,2,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5/0/6/1,0",0,0,,,,,,0,55380000_3718_3720,,
55380000,4538,,3403221,3478,3721,156,180,0,5,5,2,2,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5/0/6/1,0",0,0,,,,,,0,55380000_3478_3721,,
55380000,4539,3403221,,3719,3721,143,0,180,5,5,2,2,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3719_3721,,
55380000,4540,3403211,,3466,3722,131,179,359,5,5,2,2,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3466_3722,1850042700,
55380000,4541,,3403211,3475,3722,161,359,179,5,5,2,2,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5/0/6/1,0",0,0,,,,,,0,55380000_3475_3722,,1850042700
55380000,4542,,3403212,3463,3723,132,179,359,5,5,2,2,0,0,4,5,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4,5/0/6/1,0",0,0,,,,,,0,55380000_3463_3723,,1850042600
55380000,4543,3403212,,3480,3723,161,359,179,5,5,2,2,0,0,3,5,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3480_3723,1850042600,
55380000,4545,3403171,3403172,1505,3724,33,87,267,5,5,2,1,0,0,0,6,50,2,1,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3,4/0/5/1,1",0,0,,,,,,0,55380000_1505_3724,1850197800,1850197700
55380000,4547,3403171,,2972,3724,52,32,249,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_2972_3724,1850197800,
55380000,4548,,3403202,3337,3339,201,156,337,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,"0/0/0/1,2/0/3/0,1",0,0,,,,,,0,55380000_3337_3339,,1850207500
55380000,4551,10163911,10163912,3427,3726,70,104,284,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3427_3726,,
55380000,4558,3402631,3402632,758,3731,108,142,313,5,5,2,1,0,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,,"0/1,2/0/3,4,5,6/0/7/1,3",0,0,40.0,4.40,3.30,,,0,55380000_758_3731,1850027000,1850027100
55380000,4590,3402991,3402992,864,3751,13,333,153,6,6,2,1,0,0,0,4,50,1,0,0,00002400,00002400,00002400,05,0,,"0/1/0/2,3/0/0/1,0",0,0,,,,,,0,55380000_864_3751,1850042200,1850042300
55380000,4591,3402992,3402991,870,3751,404,175,333,6,6,2,1,0,0,0,4,50,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_870_3751,1850042300,1850042200
55380000,4607,3402641,,444,451,120,71,251,2,2,2,2,0,4,3,4,60,1,1,2,07000900,00000000,18002000,05,0,,,0,0,32.4,4.40,3.20,,,0,55380000_444_451,1850005901,
55380000,4608,,3403072,3022,3758,156,332,85,7,7,2,5,0,0,4,1,60,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3022_3758,,1850040700
55380000,4628,10418561,10418562,1820,3768,20,305,125,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_1820_3768,,
55380000,4629,10418562,10418561,3767,3768,24,125,305,7,7,2,1,5,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.10,3.30,,,0,55380000_3767_3768,,
55380000,463,3389472,3389471,467,819,131,181,1,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/2,3/0/4/1,1","0/1/0/2,3/0/4/1,1",0,0,,,,,,0,55380000_467_819,1850029300,1850029200
55380000,465,3389401,3389402,468,739,72,87,267,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/2/0/3/1,0",0,0,,,,,,0,55380000_468_739,1850028600,1850028700
55380000,467,3389402,3389401,468,815,189,268,88,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,"0/0/0/1,2/0/2","0/1/0/2/0/3/1,0",0,0,,,,,,0,55380000_468_815,1850028303,1850028204
55380000,473,3389461,3389462,471,819,135,1,181,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/2,3,4/0/4/1,1","0/1/0/2,3,4/0/4/1,1",0,0,,,,,,0,55380000_471_819,1850026000,1850026100
55380000,480,3389401,3389402,481,482,7,91,271,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,"0/0/0/1,2/0/3/0,1",,0,0,,,,,,0,55380000_481_482,1850028201,1850028302
55380000,481,3389402,3389401,481,816,60,269,89,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/1,2/0/3/0,1",,0,0,,,,,,0,55380000_481_816,1850028302,1850028201
55380000,482,3389401,3389402,482,815,61,89,269,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/1,2/0/0",,0,0,,,,,,0,55380000_482_815,1850028203,1850028304
55380000,484,3389481,3389482,487,816,122,2,182,5,5,2,1,0,0,0,6,50,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/2,3/0/4/1,0",,0,0,,,,,,0,55380000_487_816,1850023202,1850023301
55380000,492,3402961,3402962,935,2943,328,331,158,5,5,2,1,0,0,0,6,60,2,0,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4/0/4/1,0",0,0,40.0,4.40,3.30,,,0,55380000_935_2943,1860019500,1860019600
55380000,4995,10418562,10418561,661,4035,54,186,6,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_661_4035,,
55380000,5020,10418561,10418562,3767,4058,42,306,180,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_3767_4058,,
55380000,5021,10418562,10418561,4035,4058,142,186,3,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_4035_4058,,
55380000,5252,10418562,10418561,2549,4227,94,196,35,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_2549_4227,,
55380000,5279,10297292,10297291,1818,4246,26,163,343,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4/0/5/1,1",0,0,40.0,4.40,3.30,,,0,55380000_1818_4246,1860201600,1860201900
55380000,5280,10297291,10297292,1819,4246,117,343,163,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_1819_4246,1860201900,1860201600
55380000,529,3402611,3402612,545,546,5,270,90,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_545_546,1850048200,1850048300
55380000,531,3402611,3402612,547,548,55,270,90,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_547_548,1850048200,1850048300
55380000,533,3402611,3402612,548,549,41,269,94,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_548_549,1850048200,1850048300
55380000,535,3402881,3402882,549,553,97,331,155,6,6,2,1,0,0,0,4,50,1,0,0,00002400,00002400,00002400,05,0,,"0/0/1/1,2/0/2",0,0,,,,,,0,55380000_549_553,1850048500,1850048400
55380000,5351,3403151,3403152,788,4290,209,358,178,2,2,2,1,0,4,0,4,60,1,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_788_4290,1860001406,1860001306
55380000,5352,3402841,,786,4290,365,278,165,0,0,2,5,0,300,3,2,40,1,0,0,00002400,00002400,00002400,05,0,,,0,1,40.0,4.50,3.40,,,0,55380000_786_4290,1850157400,
55380000,5354,3403152,3402841,802,4291,62,192,7,2,2,2,1,0,4,0,4,70,1,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_802_4291,1860001306,1860337500
55380000,5355,3402841,3403152,4290,4291,22,358,178,2,2,2,1,0,4,0,4,70,1,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_4290_4291,1860337500,1860001306
55380000,556,3402881,3402882,574,581,140,3,183,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,0/1/0/2/0/2,"0/1/0/1,2/0/2",0,0,,,,,,0,55380000_574_581,1850050500,1850050400
55380000,5570,10419092,10419091,1177,4457,56,247,26,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_1177_4457,,
55380000,56,3389432,3389431,79,80,104,266,86,5,5,2,1,0,0,0,6,30,2,0,0,00002400,00002400,00002400,05,0,"0/0/0/1,2,3/0/3","1/1,2/0/3,4/0/5/1,1",0,0,,,,,,0,55380000_79_80,1850285901,1850286002
55380000,5613,3349641,3349642,635,4490,222,10,196,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_635_4490,1850056900,1850056800
55380000,5614,3349642,3349641,665,4490,15,197,17,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_665_4490,1850056800,1850056900
55380000,569,3402881,3402882,589,594,127,1,181,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,"0/1/0/1,2/2/0",0/1/0/2/0/2,0,0,,,,,,0,55380000_589_594,1850050500,1850050400
55380000,57,3389461,3389462,79,471,146,1,181,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/2,3/0/4/1,1","1/1,2/0/2/0/3/1,0",0,0,,,,,,0,55380000_79_471,1850023800,1850023900
55380000,5701,10419071,10419072,108,4546,497,318,88,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_108_4546,,
55380000,5710,,10419062,4551,4552,38,80,186,7,7,2,4,0,0,4,1,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4551_4552,,
55380000,5711,10419062,10419061,99,4551,31,282,95,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_99_4551,,
55380000,5713,10419071,10419072,99,4552,29,355,158,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_99_4552,,
55380000,5714,10419072,10419071,108,4552,151,148,332,7,7,2,1,0,0,0,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_108_4552,,
55380000,5720,16005291,16005292,711,4556,42,20,200,5,5,2,1,0,0,0,6,50,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_711_4556,1850060800,1850060900
55380000,5721,16005292,16005291,713,4556,8,200,20,5,5,2,1,0,0,0,6,50,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_713_4556,1850060900,1850060800
55380000,5723,,10297082,4558,4573,150,87,268,5,5,2,2,0,0,4,4,50,2,1,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4558_4573,,1850210000
55380000,5724,,10297102,3626,4561,64,81,261,5,5,2,2,4,0,4,3,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,4.0,,,,0,55380000_3626_4561,,1850204700
55380000,5725,10297101,,3626,4562,66,97,277,5,5,2,2,4,0,3,3,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,4.0,,,,0,55380000_3626_4562,1850204600,
55380000,5726,10297082,,4558,4563,731,267,63,5,5,2,2,2,0,3,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,4.0,,,,0,55380000_4558_4563,1850210000,
55380000,5727,,10297082,4561,4563,531,90,243,5,5,2,2,0,0,4,4,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2,3/4/0/L3",0,0,,,,,,0,55380000_4561_4563,,1850209500
55380000,5728,,10297081,4560,4564,710,262,63,5,5,2,2,2,0,4,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,4.0,,,,0,55380000_4560_4564,,1850210200
55380000,5729,10297081,,4562,4564,546,89,243,5,5,2,2,0,0,3,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4562_4564,1850209600,
55380000,573,3402871,3402872,594,601,28,60,240,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/1/1,2/2/2",0,0,,,,,,0,55380000_594_601,1850052800,1850052900
55380000,5730,10297091,,4565,4566,27,179,359,7,7,2,9,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4565_4566,1850204600,
55380000,5731,10297192,,3225,3621,20,269,89,6,6,2,1,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3225_3621,1850295400,
55380000,5732,,10297091,3226,3398,21,269,89,6,6,2,1,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3226_3398,,1850204600
55380000,5733,,3404342,4567,4568,26,155,290,7,7,2,4,0,0,4,1,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4567_4568,,1860636700
55380000,5734,,3404342,728,4567,438,190,5,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_728_4567,,1860636700
55380000,5735,3404342,,3225,4567,18,2,182,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3225_4567,1860636700,
55380000,5736,,10297092,3225,4568,17,91,271,6,6,2,1,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/2/0/3/0,1",0,0,,,,,,0,55380000_3225_4568,,1850207800
55380000,5737,10297092,,4565,4568,13,271,91,6,6,2,1,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,"1/1,2/0/2/0/3/0,1",,0,0,,,,,,0,55380000_4565_4568,1850207800,
55380000,5738,10297091,,4569,4570,39,25,248,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4569_4570,1850204600,
