IDXNAME,LINK_ID,TLINKIDP1,TLINKIDN1,ST_ND_ID,ED_ND_ID,LENGTH,ST_DIR,ED_DIR,ROAD_CATE,ROADLEVEL,ROADSTATE,LINK_CATE,LINK_FACIL,ROAD_NO,ONEWAY,LANE,SPEEDLH,LEVELCODE,MEDIANST,BLANEST,DAY_TIME,SATDAY_TM,SUNDAY_TM,REGIONCD,TOLLLINK,GUIDEINFO1,GUIDEINFO2,DIR_ANGLE,ROAD_EXCLU,WEIGHT,HEIGHT,WIDTH,KIND,MULTI,MODIFIED,KEY,KS1,KS2
55380000,1037,3389392,3389391,1086,1088,172,270,90,6,6,2,1,0,0,0,4,30,2,1,0,00002400,00002400,00002400,05,0,"0/1/0/2/0/3/0,1",,0,0,,4.5,,,,0,55380000_1086_1088,1850027900,1850027800
55380000,1038,3389391,3389392,817,1089,90,87,269,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_817_1089,1850027800,1850027900
55380000,1039,3389392,3389391,1088,1089,84,269,89,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_1088_1089,1850027900,1850027800
55380000,10528,3402871,3402872,604,7210,78,60,240,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_604_7210,1850052800,1850052900
55380000,10529,3402872,3402871,610,7210,72,240,60,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_610_7210,1850052900,1850052800
55380000,10535,3349641,3349642,606,7216,74,3,183,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_606_7216,1850053100,1850053000
55380000,10536,3349642,3349641,614,7216,63,183,3,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_614_7216,1850053000,1850053100
55380000,10583,3349641,3349642,631,7249,18,4,184,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,"0/1/0/1,2/0/2",0,0,,,,,,0,55380000_631_7249,1850056900,1850056800
55380000,10584,3349642,3349641,635,7249,37,184,4,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_635_7249,1850056800,1850056900
55380000,10610,,3403201,3342,7268,170,0,180,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3342_7268,,1850205400
55380000,10611,3403201,,3625,7268,189,180,0,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3625_7268,1850205400,
55380000,10612,3403201,,3342,7269,68,180,0,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3342_7269,1850205400,
55380000,10613,,3403201,3348,7269,243,0,180,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3348_7269,,1850205400
55380000,10627,10297112,,6485,7277,58,87,268,5,5,2,2,0,0,3,4,30,2,1,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_6485_7277,1850060600,
55380000,10628,,10297112,6487,7277,81,274,88,5,5,2,2,0,0,4,4,30,2,1,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4/0/5/1,0",0,0,,,,,,0,55380000_6487_7277,,1850060600
55380000,1067,3402692,3402691,228,748,139,85,255,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_228_748,1860017400,1860017300
55380000,1070,10419322,10419321,263,1124,69,57,237,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_263_1124,1850303000,1850302900
55380000,1072,10419321,10419322,933,1124,162,239,58,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_933_1124,1850302900,1850303000
55380000,10738,3389542,3389541,350,7354,106,160,340,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.30,3.00,,,0,55380000_350_7354,1850035100,1850035000
55380000,10739,3389541,3389542,2561,7354,87,340,160,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.30,3.00,,,0,55380000_2561_7354,1850035000,1850035100
55380000,1074,3402991,3402992,141,1125,83,19,220,6,6,2,1,0,0,0,4,50,1,0,0,00002400,00002400,00002400,05,0,,0/1/0/2/0/0,0,0,,,,,,0,55380000_141_1125,1850043900,1850043800
55380000,10819,10297292,10297291,1001,7403,74,160,340,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_1001_7403,1860024200,1860024100
55380000,10820,10297291,10297292,2963,7403,39,339,159,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_2963_7403,1860024100,1860024200
55380000,10834,10297221,,3243,7409,87,187,0,5,5,2,2,0,0,3,4,50,2,0,3,00002400,00002400,00002400,05,0,"1/1,2/0/3,4,5/0/6/1,1",,0,0,,,,,,0,55380000_3243_7409,,
55380000,10835,,10297221,5156,7409,11,0,180,5,5,2,2,0,0,4,4,50,2,0,3,00002400,00002400,00002400,05,0,,"1/1,2/0/3,4,5/0/6/1,1",0,0,,,,,,0,55380000_5156_7409,,
55380000,10838,10297282,,7409,7411,46,215,74,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_7409_7411,1860206500,
55380000,10839,10297282,,3573,7411,10,269,89,6,6,2,5,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3573_7411,1860206500,
55380000,10840,,10297282,4662,7411,45,89,269,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2/0/3/0,1",0,0,,,,,,0,55380000_4662_7411,,1860206500
55380000,10844,,10297232,3571,7413,6,90,270,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3/0/4/1,1",0,0,,,,,,0,55380000_3571_7413,,1860636600
55380000,10845,10297232,,5116,7413,59,270,90,6,6,2,5,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,"1/1,2/0/3/0/4/1,1",,0,0,,,,,,0,55380000_5116_7413,1860636600,
55380000,10848,10297222,,7413,7415,37,292,145,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_7413_7415,1860208300,
55380000,10849,,10297222,3329,7415,92,186,357,5,5,2,2,0,0,4,4,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3329_7415,,1860208300
55380000,10850,10297222,,5157,7415,8,357,177,5,5,2,2,0,0,3,4,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_5157_7415,1860208300,
55380000,10852,10297231,,3593,7417,49,31,255,7,7,2,4,0,0,3,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3593_7417,1860636500,
55380000,10854,,10297231,3553,7417,221,270,90,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2,3/0/3/0,1",0,0,,,,,,0,55380000_3553_7417,,1860636500
55380000,10855,10297231,,3572,7417,17,90,270,6,6,2,5,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3572_7417,1860636500,
55380000,10858,,10297332,3596,7419,43,323,109,7,7,2,4,0,0,4,1,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3596_7419,,
55380000,10859,10297281,,673,7419,184,89,269,6,6,2,5,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,"1/1,2/0/3/0/4/1,1",,0,0,,,,,,0,55380000_673_7419,1860206400,
55380000,10860,,10297281,3574,7419,9,269,89,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/3/0/4/1,1",0,0,,,,,,0,55380000_3574_7419,,1860206400
55380000,10862,10297342,10297341,3549,7420,61,270,90,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3549_7420,,
55380000,10863,10297341,10297342,3557,7420,21,90,270,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3557_7420,,
55380000,10864,10297331,,3557,7421,30,359,179,5,5,2,2,0,0,3,4,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3557_7421,,
55380000,10865,,10297331,3593,7421,158,179,359,5,5,2,2,0,0,4,4,50,2,0,3,00002400,00002400,00002400,05,0,,"0/1/0/2,3,4,5/0/6/1,1",0,0,,,,,,0,55380000_3593_7421,,
55380000,10884,,3389362,345,7430,10,78,258,2,2,2,2,0,4,4,4,60,1,0,2,07000900,00000000,18002000,05,0,,,0,0,40.0,4.40,3.20,,,0,55380000_345_7430,,1850004400
55380000,10885,3389362,,6412,7430,2,258,78,2,2,2,2,0,4,3,4,60,1,0,2,07000900,00000000,18002000,05,0,"1/1/0/2,3,4,5/0/6/1,1",,0,0,40.0,4.40,3.20,,,0,55380000_6412_7430,1850004400,
55380000,10888,3403191,,3347,7432,60,337,157,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3347_7432,1850208902,
55380000,10889,,3403191,5178,7432,156,157,337,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,"1/1/0/2,3/0/3/1,0",0,0,,,,,,0,55380000_5178_7432,,1850208902
55380000,10890,3403192,,3153,7433,37,156,336,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3153_7433,1850208701,
55380000,10891,,3403192,3346,7433,62,336,156,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3346_7433,,1850208701
55380000,10898,,3403202,3237,7674,517,180,1,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3237_7674,,1850205700
55380000,10907,3403171,3403172,3011,7443,158,73,253,5,5,2,1,0,0,0,6,50,2,1,0,00002400,00002400,00002400,05,0,,"1/1/0/2,3,4/0/5/1,1",0,0,,,,,,0,55380000_3011_7443,1850206500,1850206400
55380000,10908,3403172,3403171,4690,7443,20,253,73,5,5,2,1,0,0,0,6,50,2,1,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4690_7443,1850206400,1850206500
55380000,10932,10419161,10419162,5151,7456,93,343,160,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_5151_7456,1850037500,1850037400
55380000,10933,10419162,10419161,5773,7456,64,156,340,6,6,2,1,0,0,0,3,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_5773_7456,1850037400,1850037500
55380000,10935,10419102,10419101,5013,7457,19,179,359,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_5013_7457,,
55380000,10936,10419101,10419102,5923,7457,40,359,179,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_5923_7457,,
55380000,10942,10419102,10419101,6811,7461,68,140,318,7,7,2,1,0,0,0,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_6811_7461,,
55380000,10943,10419101,10419102,6812,7461,82,320,138,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_6812_7461,,
55380000,10944,10419052,10419051,1557,7462,197,142,322,6,6,2,1,0,0,0,4,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.30,3.00,,,0,55380000_1557_7462,1850300500,1850300800
55380000,10945,10419051,10419052,4814,7462,50,322,142,6,6,2,1,0,0,0,4,60,2,0,0,00002400,00002400,00002400,05,0,,"0/0/0/1,2/0/3/0,1",0,0,40.0,4.30,3.00,,,0,55380000_4814_7462,1850300800,1850300500
55380000,112,,10481101,160,168,320,336,156,0,0,2,2,0,251,4,2,100,1,0,0,00002400,00002400,00002400,05,1,,,0,1,40.0,4.50,3.50,,,0,55380000_160_168,,1860333400
55380000,11218,10500281,10500282,3058,7589,5,269,89,6,6,2,1,0,0,0,4,50,2,1,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3058_7589,,
55380000,11219,10500282,10500281,5218,7589,58,89,269,6,6,2,1,0,0,0,4,50,2,1,0,00002400,00002400,00002400,05,0,"0/0/0/1,2/0/2",,0,0,,,,,,0,55380000_5218_7589,,
55380000,1123,3402661,3402662,354,356,116,74,254,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,0/1/0/2/0/2,,0,0,,,,,,0,55380000_354_356,1860018200,1860018100
55380000,1128,,10297111,753,754,69,96,237,7,7,2,4,0,0,4,1,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_753_754,,1850060700
55380000,113,10434961,,168,842,925,166,294,0,0,2,3,0,251,3,1,50,1,0,0,00002400,00002400,00002400,05,1,,,0,1,40.0,4.50,3.50,,,0,55380000_168_842,1860333800,
55380000,1134,10419312,10419311,1030,1178,433,205,19,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_1030_1178,,
55380000,11370,3403202,,3232,7674,7,358,178,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3232_7674,1850206000,
55380000,11373,3403201,,3129,7675,521,180,0,6,6,2,2,0,0,3,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3129_7675,1850205200,
55380000,11374,,3403201,3130,7675,9,0,180,6,6,2,2,0,0,4,2,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3130_7675,,1850205200
55380000,11533,,10297282,4664,7757,188,90,270,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4664_7757,,1860206500
55380000,11535,10297282,,4662,7758,291,271,90,6,6,2,5,0,0,3,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_4662_7758,1860206500,
55380000,11536,,10297282,7757,7758,19,90,270,6,6,2,5,0,0,4,2,50,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_7757_7758,,1860206500
55380000,11541,10297211,,3097,7762,8,208,28,6,6,2,5,0,0,3,2,40,2,0,0,00002400,00002400,00002400,05,0,"0/0/0/1,2/0/3/0,1",,0,0,,,,,,0,55380000_3097_7762,1860210000,
55380000,11542,,10297211,3238,7762,52,28,208,6,6,2,5,0,0,4,2,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3238_7762,,1860210000
55380000,11544,10297221,,3238,7763,12,202,22,5,5,2,2,0,0,3,4,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3238_7763,,
55380000,11545,,10297221,3340,7763,91,22,202,5,5,2,2,0,0,4,4,50,2,0,3,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_3340_7763,,
55380000,1252,3389512,3389511,824,1296,86,163,343,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,,"1/1,2/0/0/0/3/0,1",0,0,,,,,,0,55380000_824_1296,1850028100,1850028000
55380000,1253,3389382,3389381,817,1297,171,259,61,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,"1/1/0/2/0/3/0,1","1/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_817_1297,1850024900,1850024800
55380000,1262,3389501,3389502,810,1306,104,344,164,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/2/0/3/0,1","0/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_810_1306,1850022900,1850022800
55380000,1263,3389502,3389501,817,1306,197,165,345,6,6,2,1,0,0,0,4,50,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/2/0/3/0,1","0/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_817_1306,1850022800,1850022900
55380000,1296,3389392,3389391,816,1340,95,270,90,6,6,2,1,0,0,0,4,30,2,1,0,00002400,00002400,00002400,05,0,"0/0/0/1,2/0/3/0,1","0/1/0/2/0/3/0,1",0,0,,,,,,0,55380000_816_1340,1850027900,1850027800
55380000,1297,3389391,3389392,1086,1340,57,90,270,6,6,2,1,0,0,0,4,30,2,1,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_1086_1340,1850027800,1850027900
55380000,1340,3389412,3389411,472,1385,82,267,87,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_472_1385,1850029100,1850029000
55380000,1523,10419052,10419051,1556,1557,275,180,323,6,6,2,1,1,0,0,4,60,2,1,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.30,3.00,,,0,55380000_1556_1557,1850019600,1850019500
55380000,1527,10419061,10419062,76,1561,201,9,223,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_76_1561,,
55380000,1528,10419062,10419061,1560,1561,153,223,43,7,7,2,1,1,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_1560_1561,,
55380000,1531,10419311,10419312,292,1565,49,26,206,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_292_1565,,
55380000,1532,10419312,10419311,458,1565,149,205,25,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_458_1565,,
55380000,1548,10419141,10419142,241,258,81,27,202,7,7,2,1,0,0,0,2,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_241_258,1850031800,1850031900
55380000,1549,10419131,10419132,205,1581,67,319,139,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_205_1581,1850027300,1850027200
55380000,1550,10419132,10419131,232,1581,30,140,320,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_232_1581,1850027200,1850027300
55380000,1565,10419291,10419292,313,1597,82,79,259,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_313_1597,,
55380000,1566,10419292,10419291,317,1597,41,260,80,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_317_1597,,
55380000,1569,10419231,10419232,289,1600,22,344,164,6,6,2,1,0,0,0,4,40,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_289_1600,1850033600,1850033700
55380000,1570,10419232,10419231,317,1600,113,163,343,6,6,2,1,0,0,0,4,40,2,0,0,00002400,00002400,00002400,05,0,,0/1/0/1/0/2,0,0,,,,,,0,55380000_317_1600,1850033700,1850033600
55380000,1598,10419252,10419251,389,1620,89,164,344,6,6,2,1,0,0,0,4,40,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/1,2/0/2",0,0,,,,,,0,55380000_389_1620,1850037900,1850037800
55380000,1607,10419281,10419282,329,1629,82,79,259,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_329_1629,,
55380000,1608,10419282,10419281,340,1629,148,259,79,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_340_1629,,
55380000,1628,10419291,10419292,304,1644,81,79,259,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_304_1644,,
55380000,1629,10419292,10419291,313,1644,22,258,78,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_313_1644,,
55380000,168,10419122,10419121,205,239,129,38,228,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_205_239,1850159400,1850159500
55380000,17,3349642,3349641,21,25,37,194,14,6,6,2,1,0,0,0,4,30,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_21_25,1850056800,1850056900
55380000,1708,3403061,3403062,171,209,180,342,162,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,0/1/0/2/0/2,"0/1/1/1,2/0/2",0,0,,,,,,0,55380000_171_209,1860335000,1860334700
55380000,173,3403061,3403062,209,230,80,339,159,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,"0/1/0/1,2/0/2",0/1/0/2/0/2,0,0,,,,,,0,55380000_209_230,1860334500,1860334200
55380000,1734,3402661,3402662,245,1720,7,339,159,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_245_1720,1860017500,1860017600
55380000,1735,3402662,3402661,268,1720,73,160,340,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_268_1720,1860017600,1860017500
55380000,1742,3403012,3403011,1170,1724,100,257,77,6,6,2,1,0,0,0,4,30,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/1,2/0/2",0,0,,,,,,0,55380000_1170_1724,1860631000,1860630900
55380000,1782,,3402991,870,1094,40,159,335,7,7,2,5,0,0,4,1,50,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_870_1094,,1850043900
55380000,1783,3402991,3402992,870,1745,9,4,184,6,6,2,1,0,0,0,4,50,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_870_1745,1850043900,1850043800
55380000,1789,16005291,16005292,699,707,95,26,206,5,5,2,1,0,0,0,6,50,1,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_699_707,1850060800,1850060900
55380000,1843,3402962,3402961,935,1794,58,150,330,5,5,2,1,0,0,0,6,60,2,0,0,00002400,00002400,00002400,05,0,,"0/1/0/2,3,4/0/5/1,1",0,0,40.0,4.40,3.30,,,0,55380000_935_1794,1860019100,1860019200
55380000,1844,3402961,3402962,1000,1794,105,330,150,5,5,2,1,0,0,0,6,60,2,0,0,00002400,00002400,00002400,05,0,,,0,0,40.0,4.40,3.30,,,0,55380000_1000_1794,1860019200,1860019100
55380000,1876,10297291,10297292,552,1819,333,340,160,5,5,2,1,0,0,0,6,60,2,1,0,00002400,00002400,00002400,05,0,,"1/0/1/2,3,4/0/5/1,1",0,0,40.0,4.40,3.30,,,0,55380000_552_1819,1860201900,1860201600
55380000,1893,10419312,10419311,292,1030,114,207,27,7,7,2,1,0,0,0,2,30,2,0,0,00002400,00002400,00002400,05,0,,,0,0,,,,,,0,55380000_292_1030,,
