tsdlinkid,avgspeed
7114821,50
7114822,50
7114831,50
7114832,50
7114841,50
7114842,50
7114851,50
7114852,50
7114861,46
7114862,46
7114871,60
7114872,60
7114881,60
7114882,60
7114901,52
7114902,52
7114911,60
7114912,60
7114921,60
7114922,60
7114931,38
7114932,38
7114941,39
7114942,39
7114951,40
7114952,40
7114961,40
7114962,40
7114981,60
7114982,60
7115001,50
7115002,50
7115011,50
7115012,50
7115021,50
7115022,50
7115031,50
7115032,50
7115041,48
7115042,48
7115051,60
7115052,60
7115061,60
7115062,60
7115071,60
7115072,60
7115091,70
7115092,70
7115101,70
7115102,70
7115111,70
7115112,70
7115121,70
7115122,66
7115131,34
7115132,34
7115141,39
7115142,39
7115151,56
7115152,58
7115161,59
7115162,59
7115171,60
7115172,60
7115181,60
7115182,60
7115191,60
7115192,60
7115201,52
7115202,52
7115211,60
7115212,60
7115221,52
7115222,52
7115231,60
7115232,60
7115241,60
7115242,60
7115251,60
7115252,60
7115261,60
7115262,60
7115271,45
7115272,45
7115281,60
7115282,58
7115291,59
7115292,60
7115301,60
7115302,60
7115311,59
7115312,58
7115321,57
7115322,57
7115341,50
7115342,48
7115351,59
7115352,58
7115361,59
7115362,60
7115371,60
7115372,59
7115381,59
7115382,60
7115391,60
7115392,60
7115401,60
7115402,60
7115411,60
7115412,60
7115421,60
7115422,60
7115431,60
7115432,58
7115441,50
7115442,50
7115451,50
7115452,50
7115461,50
7115462,50
7115471,50
7115472,50
7115481,50
7115482,50
7115491,60
7115492,60
7115501,60
7115502,60
7115511,40
7115512,40
7115521,41
7115522,41
7115531,60
7115532,60
7115551,30
7115552,30
7115561,52
7115562,52
7115571,50
7115572,50
7115581,60
7115582,60
7115591,57
7115592,57
7115601,54
7115602,54
7115611,58
7115612,58
7115621,44
7115622,44
7115631,40
7115632,40
7115641,40
7115642,40
7115651,42
7115652,42
7115661,50
7115662,50
7115671,50
7115672,50
7115681,50
7115682,50
7115691,51
7115692,51
7115701,60
7115702,60
7115711,60
7115712,60
7115721,60
7115722,60
7115731,58
7115732,58
7115741,40
7115742,40
7115751,60
7115752,60
7115761,60
7115762,60
7115771,60
7115772,60
7115781,60
7115782,60
7115791,60
7115792,60
7115801,60
7115802,60
7115811,60
7115812,60
7115821,60
7115822,60
7115831,54
7115832,54
7115841,60
7115842,60
7115851,60
7115852,60
7115861,60
7115862,60
7115871,51
7115872,51
7115881,40
7115882,40
7115891,50
7115892,50
7115901,50
7115902,50
7115911,50
7115912,50
7115921,53
7115922,53
7115931,60
7115932,60
7115941,60
7115942,60
7115951,54
7115952,54
7115961,31
7115962,31
7115971,51
7115972,51
7115981,50
7115982,50
7115991,60
7115992,60
7116001,80
7116002,80
7116011,80
7116012,80
7116031,40
7116032,40
7116041,42
7116042,40
7116051,37
7116052,36
7116061,50
7116062,50
7116071,60
7116072,60
7116081,60
7116082,60
7116101,41
7116102,41
7116111,40
7116112,40
7116121,40
7116122,40
7116131,40
7116132,40
7116141,40
7116142,40
7116151,40
7116152,40
7116161,50
7116162,50
7116171,50
7116172,50
7116181,60
7116182,60
7116191,60
7116192,60
7116201,59
7116202,59
7116211,50
7116212,50
7116221,49
7116222,49
7116231,60
7116232,60
7116241,60
7116242,60
7116251,43
7116252,43
7116261,47
7116262,47
7116271,50
7116272,50
7116281,35
7116282,35
7116291,44
7116292,44
7116301,30
7116302,30
7116311,50
7116312,50
7116321,50
7116322,50
7116331,50
7116332,50
7116341,50
7116342,50
7116351,50
7116352,50
7116371,48
7116372,48
7116391,59
7116392,58
7116401,53
7116402,53
7116411,50
7116412,50
7116421,34
7116422,34
7116431,33
7116432,33
7116441,30
7116442,30
7116451,45
7116452,45
7116461,60
7116462,60
7116471,50
7116472,50
7116481,50
7116482,50
7116491,50
7116492,50
7116501,30
7116502,30
7116511,60
7116512,60
7116531,50
7116532,50
7116541,50
7116542,50
7116551,40
7116552,40
7116561,50
7116562,50
7116571,50
7116572,50
7116581,50
7116582,50
7116591,50
7116592,50
7116611,60
7116612,60
7116621,60
7116622,60
7116631,60
7116632,60
7116641,60
7116642,60
7116651,60
7116652,60
7116661,60
7116662,60
7116671,60
7116672,60
7116681,60
7116682,60
7116691,50
7116692,50
7116701,50
7116702,49
7116711,36
7116712,37
7116721,50
7116722,50
7116731,72
7116732,80
7116741,73
7116742,67
7116751,37
7116752,37
7116761,49
7116762,48
7116771,48
7116772,50
7116781,50
7116782,50
7116791,30
7116792,30
7116801,60
7116802,60
7116811,55
7116812,55
7116821,59
7116822,59
7116831,35
7116832,35
7116841,40
7116842,40
7116851,57
7116852,57
7116861,50
7116862,50
7116871,58
7116872,60
7116881,60
7116882,60
7116891,56
7116892,60
7116901,60
7116902,57
7116911,39
7116912,40
7116921,40
7116922,40
7116931,40
7116932,40
7116941,40
7116942,40
7116951,60
7116952,60
7116981,58
7116982,60
7116991,60
7116992,60
7117001,60
7117002,60
7117011,60
7117012,60
7117021,20
7117022,13
7117031,50
7117032,50
7117041,50
7117042,50
7117051,50
7117052,50
7117061,50
7117062,50
7117071,50
7117072,50
7117081,50
7117082,50
7117091,50
7117092,50
7117101,50
7117102,50
7117121,50
7117122,50
7117131,50
7117132,48
7117141,50
7117142,50
7117151,50
7117152,50
7117161,50
7117162,50
7117171,50
7117172,50
7117181,50
7117182,50
7117191,50
7117192,50
7117201,50
7117202,50
7117211,40
7117212,40
7117221,50
7117222,50
7117231,50
7117232,50
7117251,60
7117252,60
7117261,40
7117262,40
7117271,39
7117272,38
7117281,58
7117282,60
7117291,60
7117292,59
7117301,60
7117302,58
7117311,50
7117312,48
7117321,50
7117322,50
7117331,60
7117332,60
7117341,60
7117342,60
7117351,60
7117352,60
7117361,30
7117362,29
7117371,30
7117372,29
7117381,27
7117382,30
7117391,29
7117392,30
7117401,30
7117402,30
7117411,30
7117412,30
7117421,30
7117422,30
7117431,50
7117432,50
7117451,50
7117452,50
7117461,50
7117462,50
7117471,50
7117472,50
7117481,49
7117482,49
7117491,40
7117492,40
7117501,50
7117502,50
7117511,50
7117512,50
7117521,49
7117522,50
7117531,38
7117532,40
7117541,80
7117542,80
7117551,80
7117552,80
7117561,40
7117562,40
7117571,39
7117572,39
7117581,60
7117582,35
7117591,40
7117592,40
7117601,40
7117602,40
7117611,40
7117612,40
7117631,79
7117632,79
7117641,80
7117642,80
7117651,80
7117652,80
7117661,80
7117662,80
7117671,100
7117672,100
7117681,100
7117682,100
7117691,60
7117692,60
7117701,60
7117702,60
7117711,54
7117712,54
7117721,56
7117722,56
7117731,60
7117732,60
7117751,60
7117752,60
7117761,60
7117762,60
7117771,80
7117772,80
7117781,80
7117782,80
7117791,80
7117792,80
7117801,80
7117802,80
7117811,33
7117812,33
7117821,30
7117822,30
7117831,30
7117832,30
7117851,39
7117852,39
7117861,44
7117862,44
7117871,44
7117872,44
7117881,50
7117882,50
7117891,30
7117892,30
7117901,30
7117902,30
7117911,35
7117912,35
7117921,60
7117922,57
7117941,47
7117942,47
7117951,38
7117952,38
7117961,40
7117962,40
7117971,40
7117972,40
7117981,40
7117982,40
7117991,40
7117992,40
7118001,40
7118002,40
7118011,50
7118012,45
7118021,60
7118022,60
7118031,49
7118032,49
7118041,42
7118042,44
7118051,60
7118052,60
7118061,60
7118062,60
7118071,52
7118072,52
7118081,70
7118082,70
7118091,70
7118092,70
7118101,30
7118102,30
7118111,51
7118112,51
7118121,56
7118122,56
7118131,60
7118132,60
7118141,53
7118142,53
7118151,50
7118152,50
7118161,51
7118162,51
7118171,60
7118172,60
7118181,60
7118182,60
7118191,60
7118192,60
7118201,43
7118202,43
7118211,49
7118212,49
7118221,45
7118222,45
7118231,53
7118232,53
7118241,60
7118242,60
7118251,60
7118252,60
7118261,10
7118262,10
7118271,60
7118272,60
7118281,60
7118282,60
7118291,60
7118292,60
7118301,60
7118302,60
7118311,60
7118312,60
7118321,60
7118322,60
7118331,60
7118332,60
7118341,36
7118342,36
7118351,55
7118352,55
7118361,60
7118362,60
7118371,80
7118372,80
7118381,80
7118382,80
7118391,72
7118392,71
7118401,50
7118402,50
7118411,50
7118412,50
7118421,50
7118422,50
7118431,50
7118432,50
7118441,50
7118442,50
7118451,50
7118452,50
7118461,50
7118462,50
7118471,47
7118472,47
7118481,50
7118482,50
7118491,50
7118492,50
7118501,50
7118502,50
7118511,50
7118512,50
7118521,50
7118522,50
7118531,50
7118532,50
7118541,50
7118542,50
7118551,50
7118552,50
7118561,50
7118562,50
7118571,50
7118572,50
7118581,40
7118582,40
7118591,40
7118592,40
7118601,40
7118602,40
7118611,42
7118612,42
7118621,50
7118622,50
7118631,50
7118632,50
7118641,50
7118642,50
7118651,50
7118652,50
7118661,50
7118662,50
7118671,50
7118672,50
7118681,50
7118682,50
7118691,50
7118692,50
7118701,50
7118702,50
7118711,44
7118712,45
7118721,60
7118722,60
7118731,60
7118732,60
7118741,60
7118742,57
7118751,57
7118752,57
7118761,60
7118762,60
7118771,60
7118772,60
7118781,60
7118782,60
7118791,60
7118792,60
7118801,60
7118802,60
7118811,60
7118812,60
7118821,60
7118822,60
7118831,53
7118832,53
7118841,50
7118842,50
7118851,50
7118852,50
7118861,50
7118862,50
7118871,50
7118872,50
7118881,50
7118882,50
7118891,50
7118892,50
7118901,50
7118902,50
7118911,50
7118912,50
7118921,53
7118922,53
7118931,60
7118932,60
7118941,49
7118942,48
7118951,60
7118952,60
7118961,60
7118962,60
7118971,60
7118972,60
7118981,60
7118982,60
7118991,60
7118992,60
7119001,60
7119002,60
7119011,60
7119012,60
7119021,60
7119022,60
7119031,60
7119032,60
7119041,60
7119042,60
7119051,54
7119052,54
7119061,59
7119062,59
7119071,60
7119072,60
7119081,50
7119082,50
7119091,60
7119092,60
7119101,50
7119102,50
7119121,60
7119122,60
7119131,60
7119132,60
7119141,60
7119142,60
7119151,60
7119152,60
7119161,60
7119162,60
7119171,60
7119172,60
7119181,60
7119182,60
7119191,60
7119192,60
7119201,60
7119202,60
7119211,60
7119212,60
7119221,39
7119222,37
7119231,55
7119232,55
7119241,60
7119242,60
7119251,53
7119252,53
7119261,46
7119262,46
7119271,60
7119272,60
7119281,60
7119282,60
7119291,60
7119292,60
7119301,57
7119302,57
7119311,60
7119312,60
7119321,60
7119322,60
7119331,60
7119332,60
7119341,80
7119342,80
7119351,80
7119352,80
7119361,60
7119362,60
7119371,60
7119372,60
7119381,54
7119382,54
7119391,55
7119392,55
7119401,60
7119402,60
7119411,60
7119412,60
7119421,60
7119422,60
7119431,60
7119432,60
7119441,60
7119442,60
7119451,60
7119452,60
7119461,60
7119462,60
7119471,60
7119472,60
7119481,60
7119482,60
7119491,60
7119492,60
7119501,60
7119502,60
7119511,60
7119512,60
7119521,59
7119522,60
7119531,59
7119532,60
7119541,60
7119542,60
7119551,60
7119552,60
7119561,60
7119562,60
7119571,60
7119572,60
7119581,60
7119582,60
7119591,60
7119592,60
7119601,60
7119602,60
7119611,60
7119612,60
7119621,60
7119622,60
7119631,60
7119632,60
7119651,50
7119652,50
7119661,50
7119662,50
7119671,43
7119672,43
7119681,50
7119682,50
7119691,50
7119692,50
7119701,50
7119702,50
7119711,50
7119712,50
7119721,50
7119722,50
7119731,46
7119732,46
7119741,49
7119742,48
7119751,70
7119752,70
7119761,70
7119762,70
7119771,70
7119772,70
7119781,40
7119782,40
7119791,47
7119792,47
7119801,36
7119802,44
7119811,60
7119812,60
7119821,60
7119822,60
7119831,60
7119832,60
7119851,41
7119852,41
7119861,41
7119862,41
7119871,30
7119872,30
7119881,45
7119882,45
7119891,60
7119892,59
7119901,46
7119902,47
7119911,60
7119912,60
7119921,60
7119922,60
7119931,60
7119932,60
7119941,60
7119942,60
7119951,60
7119952,60
7119961,60
7119962,60
7119971,60
7119972,58
7119981,60
7119982,60
7119991,60
7119992,60
7120001,30
7120002,30
7120011,50
7120012,50
7120021,50
7120022,50
7120031,40
7120032,40
7120041,41
7120042,41
7120051,50
7120052,50
7120061,60
7120062,60
7120071,51
7120072,51
7120081,35
7120082,35
7120091,58
7120092,58
7120101,60
7120102,60
7120111,60
7120112,60
7120121,60
7120122,60
7120141,47
7120142,47
7120151,40
7120152,40
7120161,40
7120162,40
7120181,60
7120182,60
7120191,57
7120192,57
7120201,30
7120202,30
7120211,55
7120212,55
7120221,57
7120222,57
7120231,50
7120232,50
7120241,30
7120242,30
7120251,53
7120252,53
7120261,42
7120262,42
7120271,60
7120272,60
7120281,60
7120282,60
7120291,60
7120292,60
7120301,45
7120302,45
7120311,33
7120312,33
7120321,54
7120322,55
7120331,60
7120332,60
7120341,60
7120342,60
7120351,60
7120352,60
7120361,60
7120362,60
7120371,54
7120372,55
7120381,60
7120382,60
7120391,50
7120392,50
7120401,50
7120402,50
7120411,60
7120412,60
7120421,60
7120422,60
7120431,60
7120432,60
7120441,60
7120442,60
7120451,51
7120452,50
7120461,60
7120462,60
7120471,60
7120472,60
7120481,60
7120482,60
7120491,60
7120492,60
7120501,60
7120502,60
7120511,53
7120512,53
7120521,50
7120522,50
7120531,52
7120532,52
7120541,58
7120542,58
7120551,58
7120552,58
7120561,60
7120562,60
7120571,60
7120572,60
7120581,60
7120582,60
7120591,60
7120592,60
7120601,50
7120602,50
7120611,60
7120612,60
7120621,60
7120622,60
7120631,60
7120632,60
7120641,40
7120642,39
7120651,76
7120652,76
7120661,80
7120662,80
7120671,55
7120672,53
7120681,38
7120682,38
7120691,37
7120692,37
7120701,47
7120702,47
7120711,53
7120712,53
7120721,50
7120722,50
7120731,50
7120732,50
7120741,50
7120742,50
7120751,50
7120752,50
7120761,50
7120762,50
7120771,50
7120772,50
7120781,54
7120782,67
7120791,52
7120792,52
7120801,60
7120802,60
7120811,50
7120812,50
7120821,50
7120822,50
7120831,50
7120832,50
7120841,50
7120842,50
7120851,30
7120852,30
7120861,30
7120862,30
7120871,30
7120872,30
7120881,30
7120882,30
7120891,30
7120892,30
7120901,30
7120902,30
7120911,30
7120912,30
7120921,50
7120922,50
7120931,50
7120932,50
7120941,50
7120942,50
7120951,50
7120952,50
7120961,50
7120962,50
7120971,50
7120972,50
7120981,50
7120982,50
7120991,50
7120992,50
7121001,50
7121002,50
7121011,50
7121012,50
7121021,50
7121022,50
7121031,50
7121032,50
7121041,36
7121042,36
7121051,35
7121052,35
7121061,42
7121062,43
7121071,50
7121072,50
7121081,50
7121082,50
7121091,50
7121092,50
7121101,50
7121102,50
7121111,50
7121112,50
7121121,59
7121122,59
7121131,60
7121132,60
7121141,52
7121142,52
7121151,40
7121152,40
7121161,32
7121162,32
7121171,50
7121172,50
7121181,50
7121182,50
7121191,50
7121192,50
7121201,45
7121202,45
7121211,42
7121212,42
7121221,40
7121222,40
7121231,40
7121232,40
7121241,40
7121242,40
7121251,40
7121252,40
7121261,40
7121262,40
7121271,40
7121272,40
7121281,50
7121282,50
7121291,43
7121292,43
7121301,72
7121302,72
7121311,80
7121312,80
7121321,41
7121322,49
7121331,50
7121332,50
7121341,50
7121342,50
7121351,50
7121352,50
7121361,30
7121362,30
7121371,44
7121372,44
7121381,50
7121382,50
7121391,50
7121392,50
7121401,42
7121402,42
7121411,52
7121412,52
7121421,50
7121422,50
7121431,50
7121432,50
7121441,50
7121442,50
7121451,50
7121452,50
7121461,50
7121462,50
7121471,50
7121472,50
7121481,41
7121482,40
7121491,40
7121492,40
7121501,40
7121502,40
7121511,40
7121512,40
7121521,40
7121522,40
7121531,30
7121532,30
7121541,47
7121542,47
7121551,50
7121552,50
7121561,50
7121562,50
7121571,44
7121572,44
7121581,50
7121582,50
7121591,50
7121592,50
7121601,43
7121602,43
7121611,40
7121612,40
7121621,32
7121622,32
7121631,40
7121632,40
7121641,34
7121642,34
7121651,36
7121652,36
7121661,49
7121662,48
7121671,50
7121672,50
7121681,50
7121682,50
7121691,50
7121692,50
7121701,50
7121702,50
7121711,46
7121712,46
7121721,30
7121722,30
7121731,50
7121732,50
7121741,50
7121742,50
7121751,50
7121752,50
7121761,50
7121762,50
7121771,50
7121772,50
7121781,50
7121782,50
7121791,50
7121792,50
7121801,50
7121802,50
7121811,50
7121812,50
7121821,50
7121822,50
7121831,50
7121832,50
7121841,45
7121842,45
7121851,50
7121852,50
7121861,50
7121862,50
7121871,40
7121872,40
7121881,40
7121882,40
7121891,40
7121892,40
7121901,50
7121902,50
7121911,50
7121912,50
7121921,50
7121922,50
7121931,50
7121932,50
7121941,50
7121942,50
7121951,50
7121952,50
7121961,40
7121962,40
7121981,50
7121982,50
7121991,50
7121992,50
7122001,50
7122002,50
7122011,80
7122021,80
7122022,80
7122031,80
7122032,72
7122041,80
7122042,80
7122051,76
7122052,80
7122061,55
7122062,55
7122071,60
7122072,60
7122081,60
7122082,60
7122091,59
7122092,59
7122101,30
7122102,30
7122111,60
7122112,60
7122121,60
7122122,60
7122131,50
7122132,50
7122141,50
7122142,50
7122151,49
7122152,49
7122161,60
7122162,60
7122171,60
7122172,60
7122181,60
7122182,60
7122191,60
7122192,60
7122201,60
7122202,60
7122211,40
7122212,40
7122221,41
7122222,41
7122231,60
7122232,60
7122241,47
7122242,47
7122251,42
7122252,42
7122261,50
7122262,50
7122271,43
7122272,43
7122281,40
7122282,40
7122291,40
7122292,40
7122301,40
7122302,40
7122311,41
7122312,41
7122321,50
7122322,50
7122331,50
7122332,50
7122341,50
7122342,50
7122351,45
7122352,45
7122361,30
7122362,30
7122371,55
7122372,57
7122381,36
7122382,36
7122391,60
7122392,60
7122401,60
7122402,60
7122411,60
7122412,60
7122421,60
7122422,60
7122431,40
7122432,40
7122441,40
7122442,40
7122451,34
7122452,34
7122461,30
7122462,30
7122471,50
7122472,50
7122481,50
7122482,50
7122491,50
7122492,50
7122501,50
7122502,50
7122511,50
7122512,50
7122521,50
7122522,50
7122531,50
7122532,50
7122541,45
7122542,46
7122551,50
7122552,50
7122561,50
7122562,50
7122571,50
7122572,50
7122581,50
7122582,50
7122591,50
7122592,50
7122601,50
7122602,50
7122611,50
7122612,50
7122621,50
7122622,50
7122631,50
7122632,50
7122641,50
7122642,50
7122651,50
7122652,50
7122661,50
7122662,50
7122671,50
7122672,50
7122681,50
7122682,50
7122691,50
7122692,50
7122701,50
7122702,50
7122711,50
7122712,50
7122721,50
7122722,50
7122731,50
7122732,50
7122741,42
7122742,42
7122751,38
7122752,38
7122761,40
7122762,40
7122771,50
7122772,50
7122781,50
7122782,50
7122791,50
7122792,50
7122801,50
7122802,50
7122811,50
7122812,50
7122821,50
7122822,50
7122831,60
7122832,60
7122841,30
7122842,30
7122851,56
7122852,57
7122861,60
7122862,60
7122871,60
7122872,60
7122881,60
7122882,60
7122891,60
7122892,60
7122901,60
7122902,60
7122911,40
7122912,40
7122921,40
7122922,40
7122931,40
7122932,40
7122941,40
7122942,40
7122951,50
7122952,50
7122961,50
7122962,50
7122971,47
7122972,47
7122981,50
7122982,50
7122991,60
7122992,60
7123001,60
7123002,60
7123011,35
7123012,35
7123041,60
7123042,60
7123061,50
7123062,50
7123071,43
7123072,44
7123081,57
7123082,58
7123091,80
7123092,80
7123101,80
7123102,80
7123111,80
7123112,80
7123121,80
7123122,80
7123131,30
7123132,30
7123141,30
7123142,30
7123151,59
7123152,60
7123161,60
7123162,60
7123171,60
7123172,60
7123181,60
7123182,60
7123211,50
7123212,50
7123221,59
7123222,59
7123321,59
7123322,60
7123331,100
7123332,100
7123341,100
7123342,100
7123361,60
7123362,60
7123371,53
7123372,53
7123391,100
7123392,100
7123401,72
7123402,100
7123421,100
7123422,100
7123431,65
7123432,60
7123441,100
7123442,100
7123451,100
7123452,100
7123461,100
7123462,100
7123471,100
7123472,100
7123481,100
7123482,100
7123491,100
7123492,100
7123501,50
7123502,50
7123511,50
7123512,50
7123521,50
7123522,50
7123531,100
7123532,100
7123541,100
7123542,100
7123551,100
7123552,100
7123561,100
7123562,100
7123571,100
7123572,100
7123581,100
7123582,100
7123591,100
7123592,100
7123601,100
7123602,100
7123611,100
7123612,100
7123631,100
7123632,100
7123641,100
7123642,88
7123651,100
7123652,100
7123661,100
7123662,100
7123671,100
7123672,100
7123681,100
7123682,100
7123691,93
7123692,100
7123701,100
7123702,100
7123711,100
7123712,100
7123741,50
7123742,50
7123751,47
7123752,47
7123761,42
7123762,42
7123771,50
7123772,50
7123781,80
7123782,80
7123791,77
7123792,80
7123801,60
7123802,60
7123811,60
7123812,59
7123821,56
7123822,61
7123841,100
7123842,100
7123851,100
7123852,100
7123861,100
7123862,100
7123881,100
7123882,100
7123891,100
7123892,100
7123901,100
7123902,100
7123931,100
7123932,100
7123941,100
7123942,100
7123951,80
7123952,100
7124151,100
7124152,100
7124161,100
7124162,100
7124171,100
7124172,100
7124181,100
7124182,100
7124191,100
7124192,100
7124201,100
7124202,100
7124211,100
7124212,100
7124221,100
7124222,100
7124241,45
7124242,45
7124251,60
7124252,60
7124261,89
7124262,100
7124271,100
7124272,100
7124281,100
7124282,100
7124291,100
7124292,100
7124301,100
7124302,100
7124311,100
7124312,100
7124321,100
7124322,100
7124331,100
7124332,100
7124341,100
7124342,100
7124351,100
7124352,100
7124361,88
7124362,100
7124381,60
7124382,60
7124391,60
7124392,60
7124401,60
7124402,60
7124411,60
7124412,60
7124421,97
7124422,100
7124431,100
7124432,100
7124441,100
7124442,100
7124451,100
7124452,100
7124461,100
7124462,100
7124471,100
7124472,100
7124481,100
7124482,100
7124491,50
7124492,50
7124501,60
7124502,60
7124511,60
7124512,60
7124521,46
7124522,47
7124531,100
7124532,100
7124541,100
7124542,100
7124551,100
7124552,100
7124561,100
7124562,100
7124581,60
7124582,60
7124591,60
7124592,60
7124601,60
7124602,60
7124611,60
7124612,60
7124621,60
7124622,60
7124631,60
7124632,60
7124641,60
7124642,60
7124651,60
7124652,60
7124661,60
7124662,60
7124671,50
7124672,50
7124682,40
8000251,46
8000252,46
8000991,50
8000992,50
8001051,59
8001052,60
8001061,57
8001062,56
8001071,40
8001072,40
8005681,50
8005682,50
8006021,59
8006022,59
8006331,54
8006332,54
8006901,70
8006902,70
8008281,70
8008282,70
8008291,69
8008292,70
8008631,30
8008632,30
8012231,50
8012232,50
8013581,50
8013582,50
8016521,50
8016522,50
8021271,67
8021272,69
8021431,70
8021432,70
8021561,69
8021562,70
8021581,67
8021582,67
8021591,50
8021592,50
8021791,50
8021792,49
8021831,50
8021832,50
8021841,50
8021842,50
8021871,50
8021872,50
8021911,30
8021912,30
8021921,50
8021922,50
8021971,50
8021972,50
8021991,50
8021992,50
8022001,50
8022002,50
8022061,70
8022062,70
8022071,50
8022072,50
8022081,50
8022082,50
8022091,50
8022092,50
8022101,50
8022102,50
8022171,50
8022172,50
8022181,50
8022182,51
8022191,30
8022192,30
8022221,50
8022222,50
8022231,50
8022232,50
8022241,50
8022242,50
8022331,50
8022332,50
8022471,70
8022472,70
8022491,50
8022492,50
8022541,50
8022542,50
8022601,43
8022602,44
8022621,58
8022622,58
8022651,70
8022652,70
8022661,69
8022662,70
8022671,70
8022672,70
8022691,55
8022692,55
8022891,70
8022892,70
8022911,40
8022912,40
8022961,37
8022962,38
8022971,38
8022972,38
8022991,60
8022992,60
8023001,60
8023002,57
8023011,50
8023012,50
8023021,25
8023022,23
8023031,59
8023032,60
8023091,59
8023092,60
8023131,30
8023132,30
8023161,52
8023162,54
8023201,42
8023202,42
8023221,50
8023222,50
8023231,50
8023232,50
8023341,50
8023342,50
8023351,50
8023352,50
8023361,53
8023362,53
8023381,50
8023382,50
8023391,50
8023392,50
8023471,80
8023472,80
8023501,58
8023502,58
8023531,47
8023532,50
8023581,65
8023582,66
8023631,39
8023632,38
8023641,43
8023642,43
8023661,50
8023662,50
8023671,60
8023672,60
8023701,50
8023702,50
8023711,60
8023712,60
8023721,60
8023722,60
8023751,50
8023752,50
8023761,65
8023762,65
8023771,66
8023772,66
8023801,67
8023802,67
8023811,50
8023812,50
8023821,54
8023822,54
8023831,50
8023832,50
8023851,50
8023852,50
8023881,80
8023882,80
8023891,50
8023892,50
8023901,50
8023902,50
8023941,46
8023942,46
8023981,50
8023982,50
8024011,50
8024012,50
8024031,50
8024032,50
8024071,50
8024072,50
8024091,50
8024092,50
8024161,50
8024162,50
8024181,50
8024182,50
8024191,50
8024192,50
8024251,50
8024252,50
8024301,38
8024302,37
8024401,50
8024402,50
8024431,50
8024432,50
8024441,50
8024442,50
8024511,70
8024512,70
8024541,50
8024542,50
8024571,50
8024572,50
8024581,50
8024582,50
8024611,50
8024612,50
8024661,50
8024662,50
8024671,50
8024672,50
8024691,50
8024692,50
8024751,50
8024752,50
8024761,30
8024762,30
8024771,50
8024772,50
8024781,50
8024782,50
8024791,50
8024792,50
8024801,59
8024802,59
8024821,60
8024822,60
8024831,60
8024832,60
8024851,59
8024852,59
8024871,60
8024872,59
8024881,60
8024882,60
8024891,11
8024892,12
8024901,55
8024902,54
8024931,40
8024932,40
8024941,50
8024942,50
8024961,47
8024962,47
8024991,50
8024992,50
8025011,68
8025012,66
8025051,30
8025062,60
8025072,40
8025081,50
8025082,50
8025101,50
8025102,50
8025121,50
8025122,50
8025141,70
8025142,70
8025151,50
8025152,50
8025161,50
8025162,50
8025181,33
8025182,33
8025201,50
8025202,50
8025241,60
8025242,60
8025271,58
8025272,53
8025291,56
8025292,56
8025311,67
8025312,67
8025341,50
8025342,50
8025361,59
8025362,60
8025371,60
8025372,50
8025381,60
8025382,60
9801501,100
9801502,98
9801801,100
9801802,100
9801901,100
9801902,88
9802001,92
9802002,93
9802401,55
9802402,56
9802801,90
9802802,90
9803101,90
9803102,90
9803201,90
9803202,90
9803301,90
9803302,90
9803801,100
9803802,100
9803901,100
9803902,100
9804201,100
9804202,100
9804301,100
9804302,100
9804401,74
9804402,78
9805001,70
9805002,70
9805101,70
9805102,70
9805201,70
9805202,70
9805301,51
9805302,51
9851601,32
9851602,35
10100001,49
10100002,45
10100011,70
10100012,74
10100021,80
10100022,80
10100031,80
10100032,80
10100041,80
10100042,80
10100051,40
10100052,40
10100061,80
10100062,80
10100071,80
10100072,80
10100081,80
10100082,80
10100091,40
10100092,40
10100101,60
10100102,68
10100111,40
10100131,90
10100141,90
10100142,86
10100151,90
10100152,90
10100161,90
10100162,90
10100181,90
10100182,90
10100191,90
10100192,90
10100201,90
10100202,90
10100211,90
10100212,84
10100221,90
10100222,90
10100231,90
10100232,90
10100241,90
10100242,85
10100251,90
10100252,90
10100261,90
10100262,90
10100271,90
10100282,82
10100291,90
10100292,81
10100301,90
10100302,90
10100311,87
10100312,82
10100321,83
10100322,79
10100331,90
10100332,90
10100342,84
10100351,90
10100352,90
10100361,84
10100362,70
10100363,40
10100372,88
10100401,60
10100402,60
10100411,80
10100412,77
10100421,80
10100422,80
10100423,50
10100424,40
10100425,80
10100426,80
10100431,80
10100432,80
10100433,50
10100434,30
10100435,80
10100436,80
10100441,80
10100442,80
10100451,80
10100452,80
10100461,80
10100462,80
10100471,80
10100472,80
10100481,80
10100482,80
10100491,80
10100492,80
10100501,80
10100502,80
10100511,80
10100512,80
10100521,80
10100522,80
10100531,80
10100532,80
10100533,38
10100534,38
10100535,30
10100536,37
10100541,80
10100542,80
10100543,80
10100551,79
10100552,80
10100553,50
10100554,50
10100555,40
10100556,40
10100557,40
10100558,40
10100559,40
10100561,80
10100562,80
10100563,40
10100564,50
10100565,30
10100567,50
10100568,50
10100569,50
10100571,80
10100572,80
10100574,40
10100575,40
10100576,40
10100577,40
10100578,40
10100579,40
10100581,78
10100582,80
10100583,40
10100584,40
10100585,40
10100587,59
10100588,45
10100591,59
10100592,80
10100593,40
10100594,40
10100595,40
10100596,40
10100597,80
10100598,40
10100599,40
10100602,80
10100604,30
10100621,80
10100622,80
10100623,60
10100631,80
10100632,80
10100633,40
10100634,80
10100635,40
10100641,80
10100642,80
10100643,40
10100644,80
10100645,40
10100646,80
10100647,45
